"","wavelandCount","wavedashCount","airDodgeCount","neutralWinRatioCount","dashDanceCount","openingsPerKillRatio","rollCount","counterHitRatio","spotDodgeCount","damagePerOpeningRatio","killCount","conversionCount","opponentId","stageId","totalDamage","characterId","inputsPerMinuteRatio"
"2890",9,26,0,13,3,4.5,7,0.454545455,1,22.84833293,4,18,2,3,411.2699928,15,326.8181367
"2891",4,15,8,12,2,5.25,6,0.409090909,3,22.7176619,4,21,20,31,477.0709,20,363.9748152
"2892",2,21,5,19,12,7,4,0.409090909,3,21.5728569,4,28,25,32,604.0399933,20,339.3273175
"2893",0,13,3,9,5,9,7,0.5625,8,15.19944509,2,18,20,32,273.5900116,20,371.4417319
"2894",2,12,0,7,5,3.25,11,0.714285714,2,16.85076875,4,13,20,8,219.0599937,15,274.3390358
"2895",6,9,3,6,34,12,1,0.653846154,0,12.540833,2,24,20,2,300.9799919,9,308.0493111
"2896",7,42,3,12,27,7.333333333,7,0.533333333,3,13.58636405,3,22,20,28,298.9000092,14,337.045204
"2897",4,40,1,16,33,5.75,6,0.538461538,5,15.84652113,4,23,20,3,364.469986,14,328.6113328
"2898",4,41,3,13,36,13,7,0.48,1,14.59961583,2,26,20,3,379.5900116,14,340.757955
"2899",2,20,1,12,64,3.75,3,0.25,0,25.64400024,4,15,20,28,384.6600037,0,403.0311696
"2900",2,33,2,12,22,7.333333333,7,0.666666667,2,17.13681793,3,22,20,31,377.0099945,14,297.1372356
"2901",3,2,0,2,0,NA,1,0.666666667,0,14.78999996,0,4,9,31,59.15999985,15,311.2781955
"2902",2,21,0,14,48,4.75,4,0.333333333,2,22.2121054,4,19,20,8,422.0300026,0,400.9529482
"2903",2,16,2,9,43,3.25,8,0.375,0,29.98076806,4,13,20,32,389.7499847,0,366.1829317
"2904",3,21,0,7,54,4.25,1,0.588235294,0,22.75470599,4,17,20,2,386.8300018,0,360.7933676
"2905",5,21,1,13,55,4,1,0.333333333,0,23.40812492,4,16,20,31,374.5299988,0,388.2806116
"2906",2,12,1,13,36,4,1,0.3,0,17.08374977,4,16,20,8,273.3399963,0,389.5641862
"2907",3,12,1,12,34,3.75,4,0.3,7,28.18611196,4,15,20,2,422.7916794,0,354.0268863
"2908",4,27,3,15,70,5.5,2,0.266666667,0,18.89227295,4,22,20,28,415.6300049,0,360
"2909",1,27,0,13,66,5,3,0.375,0,20.35050049,4,20,20,32,407.0100098,0,396.5618638
"2910",5,22,1,8,14,4.25,0,0.470588235,0,22.36999927,4,17,2,2,380.2899876,20,383.2994377
"2911",1,19,0,9,23,4.25,3,0.5,2,18.06882342,4,17,2,28,307.1699982,20,360.35991
"2912",4,36,2,15,23,5.5,2,0.538461538,0,19.74954536,4,22,2,8,434.4899979,20,453.261745
"2913",0,22,1,12,22,6,4,0.5,1,18.61791738,4,24,20,32,446.8300171,20,385.687539
"2914",3,18,0,9,52,3,0,0.25,0,26.59750207,4,12,20,3,319.1700249,0,383.0951657
"2915",3,22,3,9,28,4.5,3,0.6,2,25.80333243,4,18,20,31,464.4599838,20,416.487836
"2916",0,15,1,9,28,9,3,0.529411765,2,12.12222205,2,18,20,3,218.1999969,20,345.2169855
"2917",3,22,3,10,18,3.5,0,0.5,0,26.79357093,4,14,20,8,375.109993,20,430.0619991
"2918",5,20,8,11,19,4.5,0,0.461538462,1,21.58499908,4,18,20,31,388.5299835,20,402.3679848
"2919",2,48,1,16,36,7.333333333,5,0.333333333,2,22.8609092,3,22,7,32,502.9400024,19,313.9841282
"2920",11,16,3,9,56,9.5,5,0.666666667,3,18.2631583,2,19,19,3,347.0000076,2,334.5749585
"2921",0,0,0,0,0,NA,0,NA,0,NA,0,0,20,28,0,20,11.80327869
"2922",3,25,2,0,20,0,0,NA,0,NA,2,0,15,28,0,20,427.2122762
"2923",8,35,4,13,26,4.25,7,0.285714286,1,27.0794119,4,17,19,2,460.3500023,19,300.254741
"2924",3,12,4,8,18,16,1,0.533333333,1,11.79097843,1,16,15,31,188.6556549,20,362.314436
"2925",173,89,16,17,287,4.25,4,NA,1,7.89941165,4,17,0,8,134.2899981,0,492.5595238
"2926",21,39,3,3,78,0.75,1,NA,0,5.233332952,4,3,9,31,15.69999886,0,495.042898
"2927",0,12,0,9,18,9,1,0.391304348,0,15.73556836,2,18,15,32,283.2402306,20,344.9571254
"2928",7,43,1,1,98,NA,0,NA,0,15.77999973,0,1,9,31,15.77999973,2,554.393531
"2929",3,17,0,11,85,9,2,0.35,1,13.7138888,2,18,7,31,246.8499985,12,323.9506969
"2930",3,35,4,0,45,NA,0,NA,0,NA,0,0,15,2,13.49999905,2,533.8528535
"2931",10,19,2,7,86,2.25,3,0.333333333,3,45.24666765,4,9,9,2,407.2200089,2,441.0989011
"2932",14,25,2,8,67,3.75,2,0.545454545,4,25.99866638,4,15,9,8,389.9799957,2,452.3491562
"2933",10,20,3,10,49,3.75,6,0.444444444,0,25.36866557,4,15,15,31,380.5299835,2,476.408787
"2934",6,15,3,6,31,4,0,0.5,2,29.03410721,2,8,15,31,232.2728577,2,449.6350365
"2935",9,22,3,7,48,3.25,3,0.555555556,1,24.33769314,4,13,15,31,316.3900108,2,498.6043689
"2936",4,30,2,1,77,NA,0,NA,0,30.17000008,0,1,9,31,30.17000008,2,545.2211127
"2937",10,33,2,14,97,10,3,0.428571429,2,14.19149961,2,20,2,31,283.8299923,2,472.8879646
"2938",11,40,4,5,133,4.5,11,0.684210526,7,19.3183331,4,18,9,31,347.7299957,2,466.4499247
"2939",13,37,5,12,166,11,8,0.75,11,15.27909053,2,22,9,2,336.1399918,2,474.0675348
"2940",13,29,3,11,131,7,5,0.5,4,21.88428606,2,14,9,28,306.3800049,2,442.4675835
"2941",5,26,1,9,72,2.75,1,0.666666667,0,22.1290904,4,11,2,31,243.4199944,2,472.7988195
"2942",113,62,11,5,233,1.25,3,NA,2,6.759999847,4,5,0,31,33.79999924,0,421.6413778
"2943",8,20,1,4,61,10,3,0.666666667,1,13.55700035,1,10,2,2,135.5700035,2,441.0088438
"2944",3,24,2,8,65,4.25,1,0.727272727,2,19.82176478,4,17,2,3,336.9700012,2,444.0602733
"2945",15,20,2,9,98,3.25,2,0.571428571,4,20.39846127,4,13,2,8,265.1799965,2,484.9931787
"2946",4,23,2,8,74,7.5,1,0.636363636,0,13.18133367,2,15,2,28,197.720005,2,451.8097351
"2947",0,27,0,8,79,3,0,0.5,0,17.64166768,4,12,9,32,211.7000122,9,286.3075416
"2948",1,19,1,7,68,4,0,0.692307692,1,14.78062487,4,16,19,32,236.4899979,9,272.0902135
"2949",10,24,3,7,58,3.666666667,3,0.5,2,27.21818161,3,11,2,32,299.3999977,2,459.3996119
"2950",38,26,1,1,1,NA,0,NA,0,6,0,1,9,31,6,7,533.9570721
"2951",21,49,1,8,8,10.5,5,0.590909091,18,18.34999993,2,21,19,28,385.3499985,7,471.6871719
"2952",13,78,0,11,22,7.5,4,0.633333333,6,18.20299937,4,30,9,32,546.0899811,7,501.7865765
"2953",5,12,2,0,41,0,0,NA,0,NA,3,0,19,31,0,0,345.8243185
"2954",12,53,2,5,16,5,7,0.75,8,20.65349922,4,20,9,32,413.0699844,7,458.3568972
"2955",18,72,4,9,19,6.666666667,18,0.647058824,22,20.20050049,3,20,19,3,404.0100098,7,472.5
"2956",1,2,2,4,40,5.5,4,0.416666667,1,15.08045439,2,11,19,31,165.8849983,0,308.1667376
"2957",1,5,4,2,49,4.5,3,0.7,5,24.56333303,2,9,19,3,221.0699973,0,294.0620918
"2958",7,27,3,13,76,8,4,0.428571429,4,16.04250002,2,16,9,2,256.6800003,2,381.0733566
"2959",7,37,5,16,67,5.5,13,0.5,7,21.68363641,4,22,9,3,477.0400009,2,390.9112652
"2960",13,25,5,11,57,4.25,5,0.6,5,19.55411799,4,17,9,31,332.4200058,2,399.2670157
"2961",11,11,3,4,22,2,0,0.333333333,0,48.19625092,4,8,9,8,385.5700073,3,390.1508583
"2962",5,51,2,12,61,5.25,1,0.529411765,0,22.69047655,4,21,2,31,476.5000076,9,340.639127
"2963",6,65,2,18,66,9.333333333,7,0.473684211,2,21.54892894,3,28,2,3,603.3700104,9,377.3395482
"2964",0,4,0,0,11,0,2,NA,0,NA,4,0,7,32,2,3,286.0133206
"2965",10,62,3,16,62,6,3,0.470588235,0,20.72416655,4,24,9,32,497.3799973,3,411.6892373
"2966",14,37,2,15,57,5,1,0.333333333,0,25.03399963,4,20,7,32,500.6799927,3,395.8082264
"2967",20,21,1,10,29,4,0,0.352941176,0,29.9237504,4,16,7,3,478.7800064,3,354.794142
"2968",17,13,1,5,30,15,0,0.666666667,0,15.48666585,1,15,15,2,232.2999878,3,365.4631083
"2969",5,53,3,11,55,7.333333333,2,0.454545455,3,18.52999947,3,22,2,2,407.6599884,9,373.5010106
"2970",7,2,1,0,6,0,0,NA,0,NA,4,0,2,3,0,19,467.0658683
"2971",2,1,0,1,0,0.25,0,NA,0,12,4,1,2,28,12,15,330.6733167
"2972",10,7,3,7,2,5.5,2,0.647058824,0,21.38045398,4,22,9,31,470.3699875,15,343.9651539
"2973",10,8,2,11,6,7.666666667,0,0.571428571,0,14.02999977,3,23,9,8,322.6899948,15,346.5667533
"2974",22,42,0,22,19,6.75,5,0.230769231,1,16.58370407,4,27,9,32,447.7600098,15,367.9678068
"2975",1,28,0,10,0,9,2,0.615384615,0,16.16055552,2,18,2,32,290.8899994,15,417.3184358
"2976",1,19,1,9,1,5.5,1,0.684210526,0,17.89681868,4,22,2,31,393.730011,15,406.5696398
"2977",11,11,2,10,24,3.75,2,0.5,1,32.20533346,4,15,2,31,483.0800018,20,389.0119131
"2978",14,79,2,9,7,4.75,2,0.555555556,12,17.78105284,4,19,9,31,337.840004,7,370.7559982
"2979",0,0,0,0,0,NA,0,NA,0,NA,0,0,20,2,0,20,0
"2980",10,28,4,18,67,6.25,5,0.4375,1,24.41200012,4,25,19,28,610.3000031,20,393.0403438
"2981",0,42,1,19,0,10,5,0.578947368,0,14.19166698,3,30,2,2,425.7500095,15,419.7060205
"2982",23,75,6,10,6,7.5,8,0.642857143,17,14.14933395,4,30,9,8,424.4800186,7,361.7046463
"2983",14,20,1,9,30,4.25,2,0.583333333,1,20.96529344,4,17,9,8,356.4099884,20,434.6820809
"2984",10,9,4,17,26,5.75,3,0.545454545,1,20.73260896,4,23,9,3,476.8500061,20,397.2111554
"2985",6,13,3,11,47,4.5,4,0.5,0,23.24555927,4,18,9,28,418.4200668,20,394.0692691
"2986",7,18,0,8,38,6,0,0.444444444,0,16.81916587,2,12,2,2,201.8299904,9,434.8639953
"2987",4,9,2,6,7,11,1,0.357142857,0,18.18181749,1,11,2,31,199.9999924,20,455.6797692
"2988",2,27,0,8,26,6,2,0.4,2,21.83000024,2,12,2,32,261.9600029,2,454.4447121
"2989",0,24,0,14,36,5.75,1,0.615384615,0,16.73173921,4,23,9,28,384.8300018,15,392.5706472
"2990",3,14,0,5,29,4.666666667,1,0.727272727,0,20.71714238,3,14,9,8,290.0399933,15,380.6976424
"2991",1,20,3,4,17,3.5,2,0.6,0,25.25285612,2,7,2,2,176.7699928,20,492.9501085
"2992",1,28,1,14,31,5,2,0.666666667,0,17.96450005,4,20,9,3,359.2900009,15,374.8254579
"2993",6,50,3,13,78,4.75,4,0.75,5,23.5247361,4,19,9,31,446.969986,2,469.8072026
"2994",2,21,3,10,76,6,10,0.444444444,1,18.62055651,3,18,9,3,335.1700172,0,378.2766362
"2995",58,29,17,0,122,0,1,NA,2,NA,1,0,2,31,0,20,635.1157895
"2996",6,22,3,15,49,7,10,0.454545455,3,13.29142934,3,21,2,31,279.1200161,20,524.4426346
"2997",7,15,3,7,70,7,2,0.466666667,3,26.84499959,2,14,9,31,375.8299942,2,431.5635874
"2998",10,30,0,13,31,4.75,10,0.357142857,4,25.55894791,4,19,2,31,485.6200104,20,507.357513
"2999",3,6,1,0,37,0,2,NA,0,NA,4,0,12,31,0,9,97.98976152
"3000",112,100,14,3,447,1.5,0,NA,0,18.59999943,2,3,14,31,55.79999828,2,384.8538438
"3001",0,0,0,0,1,NA,0,NA,0,NA,0,0,9,31,0,12,254.8672566
"3002",4,117,5,24,189,24,1,NA,0,8.837514877,1,24,9,31,212.1003571,12,324.8567105
"3003",9,24,6,24,81,8,18,0.5,4,16.91093731,4,32,2,28,541.1499939,20,521.6825672
"3004",6,12,3,11,61,4.5,2,0.333333333,1,22.66388872,4,18,9,8,407.9499969,2,425.8936802
"3005",6,25,10,16,61,11.5,13,0.411764706,8,17.72698709,2,23,9,31,407.7207031,12,471.5294118
"3006",6,32,13,15,86,8.333333333,17,0.588235294,6,16.30106148,3,25,9,3,407.5265369,12,499.7839034
"3007",6,22,2,8,48,6.333333333,3,0.347826087,1,25.14157988,3,19,19,28,477.6900177,2,368.1053183
"3008",6,11,0,2,35,2,2,0.857142857,0,49.32750034,4,8,19,3,394.6200027,2,421.7938989
"3009",25,15,5,0,58,NA,0,NA,0,NA,0,0,2,31,0,20,602.0186028
"3010",8,17,7,15,84,8,13,0.529411765,4,17.05491996,3,24,9,28,409.318079,12,504.2011283
"3011",8,16,2,12,30,4.5,3,0.461538462,2,26.64000024,4,18,19,31,479.5200043,2,352.7140317
"3012",7,17,4,11,35,4,2,0.454545455,2,28.31743002,4,16,19,31,453.0788803,2,374.0340565
"3013",18,39,2,19,138,8,14,0.416666667,5,14.17791653,3,24,2,31,340.2699966,20,532.5443787
"3014",20,18,7,9,36,12,2,0.285714286,2,20.07083384,1,12,2,8,240.8500061,20,577.4177468
"3015",13,32,3,19,141,7.666666667,9,0.3,3,17.43347807,3,23,2,31,400.9699955,20,517.9328912
"3016",45,15,7,0,24,NA,0,NA,1,NA,0,0,2,31,0,0,533.8750635
"3017",36,15,1,14,54,5,6,0.416666667,1,19.98349953,4,20,2,31,399.6699905,0,406.0313631
"3018",21,15,4,10,51,7.5,8,0.333333333,0,18.8100001,2,15,2,28,282.1500015,0,416.4999557
"3019",12,7,1,6,34,9,7,0.375,1,20.65888892,1,9,2,2,185.9300003,0,389.9131873
"3020",41,63,5,1,77,1,1,NA,0,10,1,1,9,31,10,9,614.8686749
"3021",13,8,4,8,29,8,5,0.466666667,0,21.93853569,2,16,2,8,351.016571,0,385.1851852
"3022",9,15,0,3,35,2.5,0,0.583333333,1,37.75100021,4,10,9,31,377.5100021,9,480.9716599
"3023",6,45,0,14,92,8.333333333,1,0.458333333,4,21.73360046,3,25,9,28,543.3400116,9,382.8939174
"3024",6,15,1,2,20,NA,1,NA,1,14.71000004,0,2,18,31,29.42000008,2,570.5698894
"3025",10,52,0,14,115,6.5,3,0.571428571,3,23.15384527,4,26,9,32,601.9999771,9,410.9272797
"3026",8,26,2,10,59,6.666666667,2,0.588235294,1,22.68050041,3,20,9,8,453.6100082,9,435.8106053
"3027",5,10,2,2,37,6,3,0.5,0,22.98999914,1,6,19,28,137.9399948,2,372.6253017
"3028",5,13,0,8,63,6.5,3,0.3,2,17.21153831,2,13,19,3,223.7499981,2,379.9080297
"3029",8,19,2,12,63,9,2,0.4,4,20.30111143,2,18,19,3,365.4200058,2,398.7986957
"3030",5,50,1,2,17,1,0,NA,1,8,2,2,9,31,16,15,407.8881319
"3031",8,68,2,10,9,16,0,0.6,2,15.91499949,1,16,9,31,254.6399918,15,483.4298386
"3032",10,30,2,16,159,5.5,6,0.5,2,21.29861381,4,22,19,8,468.5695038,2,592.0846622
"3033",7,57,2,18,14,13.5,11,0.529411765,3,9.892221945,2,27,9,28,267.0899925,15,470.5538445
"3034",15,105,3,23,14,14,11,0.210526316,1,14.9614296,2,28,9,28,418.9200287,15,503.7247406
"3035",10,25,0,11,135,4.25,2,0.714285714,1,30.04061979,4,17,19,28,510.6905365,2,591.8879768
"3036",8,26,3,11,174,5.333333333,4,0.444444444,2,22.68694925,3,16,19,31,362.991188,2,626.2843489
"3037",0,14,1,0,3,NA,1,NA,1,NA,0,0,20,28,0,15,125.8669699
"3038",9,32,1,11,247,5,6,0.3,3,31.145342,3,15,19,2,467.18013,2,579.7571795
"3039",8,100,0,11,4,11,7,0.470588235,0,14.80318173,2,22,20,31,325.6699982,15,480.0854245
"3040",9,44,1,16,3,5.25,4,0.384615385,0,16.4814286,4,21,20,8,346.1100006,15,485.4014599
"3041",6,46,1,11,2,4.5,3,0.571428571,0,19.7016663,4,18,20,8,354.6299934,15,486.5552154
"3042",12,38,3,11,229,4.666666667,8,0.5,6,28.8964277,3,14,19,28,404.5499878,2,561.4345246
"3043",5,26,0,10,1,5.25,0,0.692307692,0,15.96761831,4,21,20,8,335.3199844,15,513.9240506
"3044",7,16,2,6,113,2.5,2,0.428571429,2,37.1880394,4,10,9,3,371.880394,2,640.0197263
"3045",8,19,1,7,50,2.75,4,0.666666667,3,31.74546641,4,11,9,31,349.2001305,2,622.2362403
"3046",0,0,0,0,0,NA,1,NA,0,NA,0,0,9,31,0,18,53.56004251
"3047",9,22,0,12,91,4.75,4,0.583333333,3,18.21052672,4,19,9,8,346.0000076,2,606.5195013
"3048",4,8,0,0,1,0,1,NA,1,NA,1,0,9,31,0,19,489.953271
"3049",5,26,4,12,136,6.333333333,4,0.466666667,6,22.99107401,3,19,9,2,436.8304062,2,616.0313138
"3050",21,22,4,15,26,4.5,0,0.25,1,29.57055664,4,18,9,31,532.2700195,19,365.2173913
"3051",11,37,2,14,63,9,6,0.541666667,3,16.53666687,3,27,9,32,446.4900055,19,377.7205004
"3052",8,30,3,15,56,4.5,9,0.333333333,2,27.04499732,4,18,9,28,486.8099518,19,355.1498196
"3053",6,17,3,8,15,8.5,4,0.692307692,2,18.71529344,2,17,9,3,318.1599884,19,336.0697421
"3054",14,26,3,9,24,5.666666667,7,0.357142857,4,21.27588351,3,17,9,3,361.6900196,19,370.1726845
"3055",20,62,2,21,252,6,3,0.285714286,3,19.45587667,4,24,15,28,466.94104,2,587.2455205
"3056",11,22,3,12,80,6.333333333,10,0.384615385,6,18.11421088,3,19,9,8,344.1700068,2,757.4975814
"3057",0,0,0,0,1,NA,0,NA,0,NA,0,0,15,31,0,2,720
"3058",21,56,1,25,390,7.25,12,0.666666667,6,17.29519522,4,29,15,31,501.5606613,2,548.9839051
"3059",10,32,1,12,175,5,6,0.375,4,24.68266652,3,15,19,28,370.2399979,2,548.0835927
"3060",13,2,1,0,19,NA,1,NA,0,NA,0,0,9,31,0,19,413.3162612
"3061",2,31,1,14,250,5.666666667,5,0.333333333,3,24.33593526,3,17,19,32,413.7108994,2,601.8803294
"3062",33,68,4,26,309,8.25,9,0.545454545,4,17.05182,4,33,15,28,562.7100601,2,544.5504912
"3063",12,21,1,12,108,5.666666667,2,0.5,2,22.52294181,3,17,19,8,382.8900108,2,582.4203822
"3064",12,11,3,6,32,9,2,0.333333333,1,18.22111003,1,9,9,31,163.9899902,19,361.3619168
"3065",7,14,2,5,31,5,1,0.555555556,2,24.76100006,2,10,9,2,247.6100006,19,319.5581418
"3066",22,14,6,9,40,4.333333333,5,0.5,4,25.89692336,3,13,9,8,336.6600037,19,372.922768
"3068",9,39,6,5,1,3,2,0.7,0,16.28083324,4,12,20,32,195.3699989,7,291.1104957
"3069",1,21,3,7,28,5.666666667,2,0.714285714,0,18.18882392,3,17,20,28,309.2100067,9,356.7532746
"3070",1,23,4,8,34,10,0,0.571428571,1,18.31249962,2,20,20,2,366.2499924,9,398.2432061
"3071",5,11,2,7,31,7,2,0.5,0,20.74142892,2,14,20,8,290.3800049,9,304.4380658
"3072",1,2,0,1,19,NA,1,0.6,0,10.5,0,4,20,3,42,9,440.4255319
"3073",17,63,5,15,1,5.75,4,0.5,0,21.00826031,4,23,2,31,483.1899872,7,356.8603748
"3074",2,2,2,7,48,6.5,1,0.428571429,1,19.51860751,2,13,19,2,253.7418976,9,224.78551
"3075",29,51,8,5,103,1.666666667,1,NA,0,17.32999878,3,5,20,31,86.6499939,9,514.7069147
"3076",8,31,3,16,66,10.33333333,0,0.619047619,2,13.90967707,3,31,20,3,431.1999893,9,371.4670256
"3077",8,11,2,0,11,NA,0,NA,1,NA,0,0,16,31,0,2,599.8028262
"3078",10,47,8,11,11,5,2,0.529411765,7,22.03750095,4,20,19,28,440.7500191,2,544.7168216
"3079",4,8,1,10,40,5,3,0.416666667,0,19.33333333,3,15,19,8,290,9,266.6531563
"3080",4,14,2,8,31,5.666666667,0,0.5625,1,20.4864337,3,17,12,2,348.2693729,2,439.2442522
"3081",7,20,3,10,42,4,3,0.666666667,1,25.50879908,4,16,9,31,408.1407852,2,456.4369311
"3082",2,31,2,9,70,3.75,5,0.461538462,6,21.56800006,4,15,9,31,323.5200009,2,418.6618116
"3083",10,39,2,7,14,4,4,0.444444444,4,27.5875926,4,16,19,28,441.4014816,2,515.1752768
"3084",7,9,0,9,16,3.75,0,0.5,3,26.84660492,4,15,13,2,402.6990738,2,491.6474481
"3085",3,30,1,11,50,4.25,3,0.428571429,6,20.30470568,4,17,9,8,345.1799965,2,407.2553699
"3086",11,6,2,7,21,2,0,0.333333333,0,40.40875053,4,8,20,31,323.2700043,9,341.8589026
"3087",24,7,6,13,91,5,8,0.454545455,0,18.62600021,4,20,15,31,372.5200043,0,400.498398
"3088",6,6,4,4,13,2,2,0.6,0,35.9512496,4,8,20,8,287.6099968,9,381.4415192
"3089",4,18,0,13,89,7.666666667,11,0.615384615,1,16.037391,3,23,15,32,368.859993,0,362.0512821
"3090",23,12,7,3,39,0.75,9,NA,0,17.09999975,4,3,20,31,51.29999924,9,467.0637803
"3091",9,14,0,7,31,4.666666667,1,0.5,1,19.43214267,3,14,12,28,272.0499973,2,429.5427902
"3092",11,53,4,9,4,4.75,5,0.666666667,1,22.23947344,4,19,0,31,422.5499954,14,307.3124002
"3093",7,35,7,11,37,4.5,0,0.666666667,1,26.63444392,4,18,2,8,479.4199905,2,419.4898627
"3094",1,1,1,1,0,0.25,0,0,0,18,4,1,2,31,18,2,190.8127208
"3095",9,47,1,13,5,4,3,0.428571429,2,21.77124882,4,16,20,31,348.3399811,14,286.8427095
"3096",17,21,6,15,149,4.75,1,0.4,0,18.92868243,4,19,15,2,359.6449661,0,407.4763356
"3097",19,32,0,20,69,6,7,0.285714286,1,18.03999964,4,24,22,8,432.9599915,2,414.1085164
"3098",5,39,1,11,66,4,2,0.454545455,4,25.90625048,4,16,2,31,414.5000076,2,411.4088821
"3099",5,14,3,10,1,9,5,0.727272727,0,15.18388918,2,18,0,32,273.3100052,15,274.0931688
"3100",62,50,3,24,93,8.5,12,0.666666667,6,16.03088267,4,34,22,31,545.0500107,2,437.9452114
"3101",2,38,3,0,24,NA,0,NA,1,NA,0,0,2,31,0,20,578.86873
"3102",12,44,6,9,19,5.333333333,12,0.636363636,4,17.0737499,3,16,0,8,273.1799984,2,403.4425929
"3103",3,14,6,7,18,7.5,6,0.470588235,7,24.50815938,2,15,2,2,367.6223907,20,393.0828068
"3104",7,15,4,15,23,8.333333333,4,0.5,1,17.89079926,3,25,2,8,447.2699814,20,414.2798691
"3105",17,49,7,20,120,9.333333333,15,0.5,2,17.44785745,3,28,22,3,488.5400085,2,418.7829791
"3106",0,5,3,7,5,9,0,0.588235294,0,15.27944385,2,18,20,31,275.0299892,19,229.1655267
"3107",10,16,2,1,15,NA,0,NA,0,13,0,1,20,31,13,19,575.7575758
"3108",3,5,1,13,5,9,1,0.541666667,2,16.48481468,3,27,20,8,445.0899963,19,262.7603726
"3109",1,7,0,8,39,3.25,0,0.384615385,1,28.65263367,4,13,9,31,372.4842377,20,400.8683438
"3110",2,2,0,6,27,3,0,0.6,0,22.4766655,4,12,0,31,269.719986,0,368.4820394
"3111",5,11,2,6,36,9,3,0.666666667,0,11.25444455,1,9,9,28,101.2900009,2,363.3162743
"3112",21,12,4,16,4,12,3,0.533333333,0,15.80916627,2,24,20,28,379.4199905,19,290.1854975
"3113",5,23,1,8,1,8,7,0.571428571,0,18.56312466,2,16,20,31,297.0099945,19,223.9526026
"3114",12,13,3,10,0,6.666666667,14,0.555555556,0,19.03800011,3,20,20,28,380.7600021,19,192.7551862
"3115",19,19,1,8,26,4.25,6,0.473684211,0,27.71323574,4,17,12,31,471.1250076,25,350.4305504
"3116",9,9,2,7,5,6,3,0.625,0,23.10083389,2,12,20,31,277.2100067,19,276.8619662
"3117",23,14,2,9,10,7.5,6,0.428571429,2,22.09280014,2,15,12,31,331.3920021,25,347.7402928
"3118",6,13,3,8,38,3.25,3,0.571428571,3,20.85153902,4,13,20,31,271.0700073,2,393.2945021
"3119",11,21,2,8,8,5.666666667,7,0.5,0,23.70411817,3,17,12,2,402.9700089,25,363.8210766
"3120",6,6,4,1,20,12,1,0.785714286,0,16.14916611,1,12,20,28,193.7899933,2,360.717608
"3121",5,21,5,8,46,3.75,2,0.538461538,3,20.96936696,4,15,20,8,314.5405045,2,402.5939651
"3122",3,16,3,6,35,3,1,0.25,2,14.40333356,3,9,20,8,129.630002,2,345.514326
"3123",4,28,6,13,44,9,1,0.541666667,1,16.02185129,3,27,20,3,432.5899849,2,357.5168023
"3124",0,3,0,3,9,NA,1,0.6,1,10.82090967,0,11,20,32,119.0300064,2,285.583524
"3125",6,13,2,9,28,5,7,0.625,1,22.04466756,3,15,20,2,330.6700134,2,350.2969392
"3126",3,13,3,4,26,3.333333333,2,0.555555556,0,19.55599976,3,10,20,2,195.5599976,2,333.9236464
"3127",6,14,6,4,36,3.666666667,2,0.545454545,1,18.39181822,3,11,20,31,202.3100004,2,392.5249403
"3128",2,41,1,12,66,4.75,4,0.411764706,7,19.33947413,4,19,9,32,367.4500084,2,382.8235067
"3129",6,19,3,11,44,5.666666667,5,0.4,1,20.71352925,3,17,9,3,352.1299973,2,340.5261602
"3130",7,13,0,9,30,3.25,1,0.333333333,3,19.82615368,4,13,9,8,257.7399979,2,368.3839097
"3131",0,9,0,1,24,1.25,3,0.666666667,1,34.76083755,4,5,2,31,173.8041878,15,357.0350034
"3132",9,13,1,9,30,7.5,3,0.315789474,5,19.59133352,2,15,9,28,293.8700027,2,331.396839
"3133",6,8,2,14,19,7.666666667,9,0.470588235,3,16.38756296,3,23,9,8,376.9139481,15,371.3534823
"3134",5,24,6,13,70,7.666666667,2,0.476190476,2,18.58217621,3,23,9,3,427.3900528,2,378.9320388
"3135",3,11,0,9,12,5.75,3,0.6,0,15.91806694,4,23,2,28,366.1155396,15,340.5456652
"3136",1,10,1,9,15,3.25,3,0.444444444,0,25.3184609,4,13,9,2,329.1399918,15,392.8522712
"3137",1,2,0,9,1,4.5,5,0.5625,3,16.49166658,4,18,9,2,296.8499985,15,370.1965758
"3138",2,11,2,11,25,4.75,8,0.466666667,2,24.94210454,4,19,9,32,473.8999863,15,365.5580062
"3139",4,12,1,10,22,6,2,0.608695652,3,19.63875008,4,24,9,32,471.3300018,15,366.7966063
"3140",7,19,1,17,32,8.25,5,0.5,1,14.7218184,4,33,9,8,485.8200073,15,364.0977794
"3141",3,7,3,16,11,9.333333333,7,0.444444444,1,14.26214259,3,28,9,31,399.3399925,15,341.0859994
"3142",0,7,1,2,1,5,2,0.583333333,0,12.47399979,2,10,20,28,124.7399979,20,248.8781079
"3143",1,6,2,4,2,2.75,1,0.5,1,14.98818215,4,11,20,2,164.8700037,20,267.550416
"3144",5,5,3,7,8,5,6,0.565217391,1,18.32699928,4,20,9,28,366.5399857,15,317.1205304
"3145",1,4,0,5,8,2,0,0.25,0,12.27499962,4,8,20,3,98.19999695,2,221.2029424
"3146",9,11,2,7,37,4.75,2,0.588235294,1,16.12368453,4,19,20,31,306.3500061,2,291.1077281
"3147",5,34,2,15,97,5,6,0.416666667,1,23.17750053,4,20,25,31,463.5500107,9,404.6779543
"3148",2,10,1,11,12,4.5,2,0.5,0,20.29222234,4,18,9,3,365.2600021,15,363.5194237
