"","wavelandCount","wavedashCount","airDodgeCount","neutralWinRatioCount","dashDanceCount","openingsPerKillRatio","rollCount","counterHitRatio","spotDodgeCount","damagePerOpeningRatio","killCount","conversionCount","opponentId","stageId","totalDamage","characterId","inputsPerMinuteRatio"
"1065",6,8,1,7,2,3.666666667,2,0.285714286,2,18.15363659,3,11,9,28,199.6900024,19,217.4204805
"1066",5,40,0,11,104,4.25,2,0.5,3,24.8335302,4,17,19,8,422.1700134,2,418.3135323
"1067",14,11,4,8,20,9.5,23,0.625,0,15.71368448,2,19,20,31,298.5600052,0,428.4734134
"1068",0,4,0,0,0,0,0,NA,0,NA,4,0,2,8,0,14,347.6070529
"1069",9,52,3,21,180,7.25,4,0.538461538,4,16.835862,4,29,12,8,488.2399979,2,418.6046512
"1070",1,45,2,11,64,7,3,0.5,0,20.33142789,3,21,12,28,426.9599857,2,404.6412503
"1071",19,39,6,12,32,13.5,3,0.466666667,2,14.5011105,2,27,19,31,391.5299835,22,368.365267
"1072",0,0,0,0,0,NA,0,NA,0,NA,0,0,14,28,0,12,154.1389153
"1073",2,3,2,12,21,4.75,2,0.35,0,24.34006259,4,19,14,28,462.4611893,12,407.4626866
"1074",1,5,2,7,15,4,1,0.583333333,0,25.26687503,4,16,2,28,404.2700005,12,395.3979933
"1075",2,12,3,11,17,6,5,0.5,2,24.2681232,3,18,2,2,436.8262177,12,390.3939962
"1076",7,6,0,0,3,0,0,NA,0,NA,3,0,0,31,0,0,194.3816126
"1077",6,3,3,12,9,5.25,3,0.5625,0,24.07381076,4,21,14,3,505.5500259,12,433.795949
"1078",22,68,6,18,89,5.5,6,0.333333333,4,15.88114999,4,22,20,31,349.3852997,9,529.0824261
"1079",1,8,4,4,6,3.25,1,0.583333333,0,29.14923008,4,13,0,31,378.939991,0,292.2295204
"1080",0,13,0,0,23,0,0,NA,0,NA,4,0,0,28,0,15,335.7983193
"1081",5,2,3,15,8,4.75,15,0.3,0,22.93868416,4,19,2,8,435.8349991,12,404.4360292
"1082",1,13,0,8,33,6.5,3,0.5,0,13.92846196,2,13,0,32,181.0700054,0,339.8957558
"1083",1,2,0,7,0,2.75,4,0.571428571,0,18.77272658,4,11,0,2,206.4999924,15,256.1538462
"1084",34,40,4,0,53,1,2,1,1,5,1,1,9,31,5,0,455.1103493
"1085",3,14,0,9,2,8.5,3,0.888888889,1,11.57176461,2,17,0,3,196.7199984,15,285.8569716
"1086",3,7,3,5,65,11,18,0.5,1,16.59363625,1,11,9,31,182.5299988,0,353.8830757
"1087",0,2,2,6,0,3.666666667,4,0.714285714,5,21.96909124,3,11,0,31,241.6600037,15,238.410596
"1088",20,25,7,9,9,6,4,0.642857143,2,18.87166723,3,18,20,31,339.6900101,7,419.293769
"1089",2,10,4,11,55,10,20,0.642857143,1,15.79450035,2,20,9,3,315.890007,0,377.1831222
"1090",1,3,3,9,39,14,1,0.375,0,14.9164287,1,14,0,28,208.8300018,0,315.9132841
"1091",8,23,3,7,17,16,13,0.533333333,1,14.51687431,1,16,20,8,232.269989,7,456.2321389
"1092",33,68,3,9,36,6.666666667,15,0.714285714,11,22.92449989,3,20,19,31,458.4899979,7,375.7948718
"1093",25,112,4,12,52,7.666666667,13,0.555555556,3,19.92086958,3,23,19,28,458.1800003,7,396.4808631
"1094",23,21,4,23,39,7,4,0.571428571,10,21.69249943,4,28,0,8,607.3899841,20,555.9153176
"1095",13,20,8,3,21,3,0,NA,0,9.666666667,1,3,9,31,29,20,535.7195391
"1096",23,21,4,20,69,6.5,8,0.545454545,2,21.80307652,4,26,0,31,566.8799896,20,539.8695179
"1097",5,57,9,1,33,1,0,NA,0,8,1,1,20,28,8,20,691.751359
"1098",27,41,2,5,0,5.25,5,0.681818182,0,18.8171423,4,21,20,31,395.1599884,7,410.033707
"1099",8,8,3,9,19,4.666666667,3,0.416666667,2,19.06000028,3,14,9,8,266.840004,20,375.8333333
"1100",7,22,1,9,16,7.5,4,0.333333333,4,23.25599976,2,15,20,28,348.8399963,20,493.5003545
"1101",2,11,2,12,7,10,2,0.466666667,2,15.57150002,2,20,20,31,311.4300003,20,466.256451
"1102",2,11,1,10,25,7.5,3,0.454545455,1,14.37399902,2,15,2,8,215.6099854,0,464.7896371
"1103",9,7,2,10,32,7,2,0.5,0,17.1842855,2,14,2,28,240.5799971,0,445.3418059
"1104",3,10,3,12,39,8.666666667,5,0.45,1,12.44346164,3,26,2,8,323.5300026,0,466.5505226
"1105",8,18,8,6,1,2.75,2,0.555555556,0,17.46636356,4,11,19,8,192.1299992,16,245.7052298
"1106",3,11,2,11,25,8.333333333,3,0.481481481,2,20.81680054,3,25,9,31,520.4200134,20,370.6384324
"1107",15,58,1,7,2,9.5,5,0.523809524,6,17.02736784,2,19,20,28,323.519989,7,360.3840158
"1108",2,5,1,3,25,8,3,0.6,0,14.59749985,1,8,2,8,116.7799988,0,361.5591713
"1109",18,22,1,14,37,6.25,6,0.529411765,2,21.61679932,4,25,2,31,540.4199829,20,417.1878656
"1110",4,4,3,7,26,4.333333333,5,0.625,1,25.32230773,3,13,2,31,329.1900005,0,411.965812
"1111",17,12,6,19,9,6.5,7,0.333333333,0,17.90384674,4,26,2,31,465.5000153,20,410.0221309
"1112",5,17,2,10,58,5,4,0.476190476,3,22.5055006,4,20,20,2,450.1100121,9,303.8047106
"1113",20,61,4,7,1,6.333333333,4,0.523809524,5,17.80315761,3,19,20,31,338.2599945,7,372.4673979
"1114",1,9,3,8,47,5,3,0.545454545,2,17.93750038,4,20,20,31,358.7500076,9,317.1974522
"1115",11,28,5,11,27,8.5,4,0.3125,2,16.61411723,2,17,19,31,282.4399929,2,417.0965679
"1116",8,31,8,11,59,6.333333333,6,0.4,5,22.18157879,3,19,19,28,421.4499969,2,378.0361983
"1117",14,14,6,14,26,6.333333333,3,0.5,0,24.01263106,3,19,12,31,456.2399902,20,430.0473526
"1118",15,5,6,11,30,8,1,0.230769231,1,27.77812386,2,16,12,31,444.4499817,20,411.3036759
"1119",12,14,5,16,24,7.333333333,2,0.352941176,0,20.52500049,3,22,12,31,451.5500107,20,389.5093738
"1120",4,8,3,6,9,3,0,0.5,0,28.18916575,4,12,9,31,338.269989,2,503.3766234
"1121",3,24,1,10,27,6.333333333,1,0.4375,1,20.14210671,3,19,12,32,382.7000275,20,398.034398
"1122",14,6,1,9,5,9,4,0.529411765,1,13.95499971,2,18,3,8,251.1899948,15,394.0699879
"1123",6,3,1,4,10,9,1,0.454545455,0,22.86111026,1,9,12,28,205.7499924,20,411.59288
"1124",3,13,1,7,16,3.25,1,0.5,0,30.6628195,4,13,9,3,398.6166534,12,396.1722488
"1125",6,24,0,13,7,6.666666667,1,0.466666667,0,16.51749992,3,20,3,32,330.3499985,15,425.1285347
"1126",7,20,0,0,5,NA,0,NA,0,NA,0,0,15,31,0,20,617.1428571
"1127",7,44,1,12,24,7,12,0.75,2,19.12619019,3,21,2,8,401.6499939,14,340.1621223
"1128",3,42,1,8,6,3.5,9,0.555555556,4,46.51856232,4,14,2,28,651.2598724,14,296.3868416
"1129",5,81,1,12,11,6,19,0.666666667,2,30.03443739,3,18,2,3,540.619873,14,309.5336031
"1130",8,34,4,14,46,6.666666667,10,0.5,3,19.90799904,3,20,15,31,398.1599808,20,426.8816416
"1131",1,29,2,11,15,6.333333333,2,0.5,2,15.97736881,3,19,15,3,303.5700073,20,386.3251394
"1132",2,14,4,7,60,10,0,0.578947368,2,16.19649925,2,20,2,8,323.929985,2,396.6312875
"1133",12,7,5,0,59,0,0,NA,0,NA,1,0,0,31,0,19,536.071887
"1134",4,36,1,18,34,8.666666667,9,0.4375,6,16.3219226,3,26,15,3,424.3699875,20,416.9724771
"1135",0,12,2,9,39,10,1,0.45,3,17.09950066,2,20,2,32,341.9900131,2,414.8185999
"1136",7,12,1,8,14,3.25,5,0.333333333,3,35.94461529,4,13,0,31,467.2799988,19,298.7891959
"1137",1,12,0,12,24,4,5,0.3,5,32.87715483,4,16,0,32,526.0344772,19,297.2152452
"1138",7,16,2,12,79,6,3,0.428571429,4,25.26722251,3,18,2,31,454.8100052,2,402.2754978
"1139",2,13,1,4,9,9,7,0.666666667,2,17.78444417,1,9,0,2,160.0599976,19,326.4942016
"1140",1,25,0,15,44,7.333333333,6,0.3125,6,22.4613644,3,22,0,32,494.1500168,19,314.227524
"1141",20,17,8,13,9,6,9,0.3125,1,18.0988884,3,18,2,8,325.7799911,20,465.9655611
"1142",13,19,7,10,11,8.5,2,0.538461538,3,19.52058725,2,17,2,8,331.8499832,20,437.4613003
"1143",10,27,3,16,24,7,1,0.5,2,15.00571408,4,28,2,2,420.1599941,20,457.3190178
"1144",2,5,3,4,10,1.25,0,0.2,0,11.78399963,4,5,2,31,58.91999817,20,314.8288973
"1145",6,15,2,10,75,3,3,0.25,4,27.29166667,4,12,9,3,327.5,2,439.0015601
"1146",6,41,1,20,47,8.333333333,8,0.5,3,21.95920135,3,25,0,28,548.9800339,19,336.7648139
"1147",9,15,2,9,65,3.5,5,0.266666667,3,28.25714316,4,14,9,28,395.6000042,2,401.1687657
"1148",12,9,1,10,57,4.5,2,0.533333333,6,17.818271,4,18,9,31,320.728878,2,457.0685733
"1149",5,23,8,17,81,6.5,3,0.473684211,2,20.50346022,4,26,9,3,533.0899658,2,433.3141495
"1150",7,17,5,9,86,6.25,6,0.576923077,5,20.60980103,4,25,9,32,515.2450256,2,452.8170039
"1151",8,26,3,14,18,8,3,0.476190476,1,20.1587499,3,24,0,8,483.8099976,2,443.957346
"1152",2,24,6,8,10,4.5,1,0.571428571,1,26.83444595,4,18,0,3,483.0200272,2,408.8178785
"1153",14,11,5,13,2,9.333333333,1,0.571428571,1,21.02381516,3,28,0,31,588.6668243,20,402.7437531
"1154",4,13,0,10,2,6.666666667,0,0.529411765,3,21.8140007,3,20,0,2,436.280014,20,358.4690385
"1155",22,9,9,12,8,7.666666667,4,0.5,16,20.24347836,3,23,0,8,465.6000023,20,406.6633516
"1156",3,27,3,8,12,6.5,0,0.555555556,3,22.10846123,2,13,0,32,287.409996,2,370.3304672
"1157",26,0,1,0,3,NA,0,NA,0,NA,0,0,14,31,0,19,578.313253
"1158",3,8,4,4,16,NA,1,0.5,1,9.304285322,0,7,14,28,65.12999725,9,623.5426009
"1159",4,21,1,6,9,3.5,1,0.25,0,19.73714461,2,7,9,28,138.1600122,19,268.1104972
"1160",2,11,1,10,21,8.5,2,0.466666667,5,16.6170587,2,17,14,8,282.4899979,9,491.4703865
"1161",3,22,4,18,19,5.5,8,0.444444444,7,25.44318182,4,22,14,28,559.75,18,398.4870111
"1162",4,6,2,14,21,4.5,4,0.5,8,19.85388862,4,18,14,8,357.3699951,18,446.3149876
"1163",4,2,4,9,5,9.5,4,0.588235294,0,18.05663179,2,19,9,31,343.076004,12,409.172842
"1164",6,7,22,9,13,8,11,0.481481481,4,19.23495166,3,24,9,31,461.6388397,12,374.2004264
"1165",6,30,5,9,1,10.5,3,0.48,4,17.18428621,2,21,9,28,360.8700104,19,355.921996
"1166",11,46,4,10,3,7,4,0.476190476,1,22.93077451,3,21,9,28,481.5462646,19,331.1004785
"1167",11,40,5,10,7,6.333333333,3,0.409090909,0,20.57315706,3,19,9,28,390.8899841,19,324.7188432
"1168",9,26,6,14,6,9,6,0.565217391,2,15.24703852,3,27,9,8,411.6700401,19,321.5498476
"1169",6,25,5,7,5,6.666666667,3,0.5,1,19.24000053,3,20,9,8,384.8000107,19,338.7533376
"1170",8,11,1,4,0,1.75,2,0.3,2,25.64571381,4,7,9,8,179.5199966,18,290.1747836
"1171",0,0,2,5,28,13,4,0.615384615,2,11.35704319,1,13,7,31,147.6415615,2,430.8288149
"1172",1,0,1,5,40,10,5,0.684210526,2,13.50200047,2,20,7,28,270.0400095,2,380.7307264
"1173",19,15,4,12,8,4.5,4,0.6,3,20.53426658,4,18,25,2,369.6167984,8,315.3463899
"1174",8,15,4,9,14,5.5,4,0.25,4,25.95518494,2,11,25,28,285.5070343,8,338.6927432
"1175",13,13,3,1,7,NA,0,NA,0,12,0,1,2,31,12,16,501.1055276
"1176",4,25,3,7,55,5.666666667,3,0.5,5,20.56176444,3,17,9,31,349.5499954,2,415.2637094
"1177",17,13,5,13,13,10.5,4,0.533333333,5,17.32666742,2,21,25,31,363.8600159,8,289.102624
"1178",21,21,1,2,43,0.5,0,NA,0,7.5,4,2,17,31,15,20,596.214511
"1179",12,57,9,11,3,15,2,0.5,3,17.25733439,1,15,2,31,258.8600159,16,390.256493
"1180",9,60,5,11,8,8,3,0.416666667,0,17.27687502,2,16,2,8,276.4300003,16,380.0129068
"1181",10,6,3,15,13,5,5,0.153846154,2,24.23749924,4,20,17,31,484.7499847,20,413.8725986
"1182",3,6,3,5,22,NA,0,0.428571429,3,15.22999859,0,8,2,31,121.8399887,2,377.9969905
"1183",10,6,4,7,25,5,5,0.666666667,3,25.24499893,4,20,17,8,504.8999786,20,372.4445915
"1184",9,14,2,10,34,9,1,0.571428571,0,14.88833364,2,18,9,28,267.9900055,2,386.7745229
"1185",18,27,3,9,34,7.5,7,0.5,11,20.65000013,2,15,2,3,309.7500019,2,404.9185275
"1186",13,23,7,13,21,4.25,0,0.363636364,0,22.21058655,4,17,21,28,377.5799713,2,479.7451553
"1187",8,21,3,12,24,4.5,2,0.285714286,2,18.84888882,4,18,21,31,339.2799988,2,427.1260997
"1188",7,6,0,10,47,3,6,0.25,0,31.0625,4,12,9,32,372.75,0,470.1199564
"1189",12,8,2,10,34,4.5,5,0.470588235,2,24.51833259,4,18,9,31,441.3299866,0,425.8791946
"1190",15,27,1,11,43,5.25,4,0.727272727,10,21.16619037,4,21,9,31,444.4899979,2,402.4021139
"1191",15,28,6,16,38,9,4,0.476190476,13,16.40407421,3,27,9,2,442.9100037,2,407.2372561
"1192",17,26,7,11,36,8,1,0.5625,8,17.31166681,3,24,9,8,415.4800034,2,394.9174079
"1193",0,1,2,15,16,7.5,1,0.576923077,1,18.54113261,4,30,7,31,556.2339783,12,272.7123288
"1194",0,1,4,13,8,7,0,0.441176471,3,22.73936898,4,28,7,32,636.7023315,12,336.0280374
"1195",17,47,2,17,234,5.25,11,0.4,1,20.06476193,4,21,14,31,421.3600006,2,492.9887504
"1196",10,39,5,21,238,8.333333333,8,0.5,1,17.19588402,3,25,14,31,429.8971004,2,504.5145191
"1197",15,46,6,21,173,7,14,0.583333333,3,16.4342853,4,28,14,2,460.1599884,2,494.2041674
"1198",3,33,3,15,99,4.75,3,0.4,2,23.59684392,4,19,14,32,448.3400345,2,528.5076654
"1199",12,34,6,12,110,4.5,7,0.333333333,1,25.59833272,4,18,14,28,460.769989,2,495.2054795
"1200",9,23,3,8,134,4.5,8,0.333333333,1,18.54444631,2,9,14,31,166.9000168,2,506.362773
"1201",10,29,2,13,102,6.333333333,4,0.461538462,3,11.41684221,3,19,14,8,216.920002,2,526.7035694
"1202",13,35,0,8,101,4.25,3,0.6,1,28.22294213,4,17,2,32,479.7900162,2,505.0512379
"1203",8,29,2,13,115,7.333333333,6,0.75,2,14.09545448,3,22,14,8,310.0999985,2,523.6313869
"1204",7,35,3,16,129,4.5,8,0.285714286,2,28.68666543,4,18,14,2,516.3599777,2,522.1078507
"1205",5,13,2,3,38,1,0,NA,0,13.49333445,3,3,9,31,40.48000336,9,344.0122511
"1206",6,19,4,13,36,5.75,1,0.37037037,4,20.70826124,4,23,14,2,476.2900085,2,435.4792101
"1207",3,1,0,6,18,3,1,0.461538462,3,20.51666673,4,12,14,8,246.2000008,2,147.6395541
"1208",2,14,2,9,70,8,0,0.636363636,5,13.80500031,2,16,9,32,220.8800049,9,236.0372468
"1209",0,0,0,0,0,NA,0,NA,0,NA,0,0,9,2,0,9,172.7272727
"1210",5,35,0,14,97,11,1,0.470588235,5,12.61954602,2,22,9,32,277.6300125,9,266.6248235
"1211",1,20,1,6,52,14,4,0.5,3,17.89857047,1,14,19,31,250.5799866,2,463.7123907
"1212",2,38,2,9,51,7.666666667,1,0.56,1,20.27695565,3,23,9,2,466.3699799,9,359.157402
"1213",6,14,4,8,35,5.666666667,1,0.5625,6,25.63058786,3,17,19,28,435.7199936,2,543.0286632
"1214",5,38,3,12,148,5.666666667,8,0.454545455,4,21.28941166,3,17,14,28,361.9199982,2,534.0643155
"1215",2,3,2,0,0,0.333333333,0,1,0,23,3,1,2,28,23,15,281.7391304
"1216",9,19,5,9,85,6.666666667,3,0.55,12,24.34399948,3,20,9,31,486.8799896,9,324.3832771
"1217",4,26,1,18,112,7.666666667,1,0.294117647,6,19.54652206,3,23,9,32,449.5700073,9,332.1838251
"1218",2,24,3,8,27,4.75,2,0.714285714,7,22.93526338,4,19,19,2,435.7700043,2,558.0014367
"1219",6,16,3,15,108,7.666666667,4,0.5,9,18.06565243,3,23,9,32,415.510006,9,312.866242
"1220",3,8,0,4,0,2.5,0,0.6,0,21.66500015,4,10,20,17,216.6500015,7,276.8247203
"1221",2,56,5,6,3,5.25,2,0.625,2,22.31238011,4,21,20,10,468.5599823,7,357.3052398
"1222",0,0,1,7,0,2.666666667,1,0.125,2,17.60499954,3,8,9,5,140.8399963,15,265.2490207
"1223",0,0,0,2,0,3,0,0.625,0,14.24888865,3,9,20,5,128.2399979,20,381.427513
"1224",5,14,1,9,6,4,3,0.6,3,19.72437549,4,16,19,3,315.5900078,2,533.155437
"1225",0,3,2,4,0,9,1,0.666666667,0,14.31777827,1,9,1,7,128.8600044,1,250.0124906
"1226",0,0,1,4,0,2,1,0.3,0,35.91749954,4,8,1,5,287.3399963,1,296.0394465
"1227",0,3,1,2,0,2.666666667,0,0.6,0,36.59249926,3,8,20,7,292.739994,20,289.6699376
"1228",2,12,0,7,1,5,2,0.647058824,1,17.52200012,4,20,20,6,350.4400024,7,302.8802425
"1229",0,0,1,0,0,NA,0,NA,0,NA,0,0,7,2,0,2,525
"1230",2,17,0,16,23,6.75,2,0.611111111,0,15.49217507,4,27,20,32,418.2887268,22,379.4561934
"1231",0,3,1,4,1,2.5,1,0.6,0,23.58699989,4,10,2,7,235.8699989,2,310.5218135
"1232",6,10,0,3,13,3,0,0.375,0,31.80168724,2,6,7,31,190.8101234,2,454.6746856
"1233",5,18,4,11,30,3.25,1,0.222222222,0,29.70538359,4,13,7,8,386.1699867,2,454.1727672
"1234",4,15,2,9,45,4.5,1,0.571428571,0,22.49334102,4,18,7,28,404.8801384,2,471.9951486
"1235",4,7,1,7,0,2.5,9,0.428571429,9,43.4829998,4,10,9,31,434.829998,19,293.6378467
"1236",4,11,2,0,41,0,0,NA,0,NA,4,0,14,31,0,0,549.5049505
"1237",1,12,3,9,5,3.25,3,0.571428571,5,33.30112868,4,13,2,3,432.9146729,19,294.5797329
"1238",9,7,5,11,79,7.333333333,16,0.55,1,17.05636354,3,22,14,31,375.2399979,0,484.6337791
"1239",16,16,0,11,64,4.5,0,0.636363636,0,20.09722265,4,18,19,31,361.7500076,0,441.2877082
"1240",6,18,1,7,10,2.25,1,0.5,0,46.91555617,4,9,2,31,422.2400055,20,535.5902004
"1241",14,14,1,12,52,5.25,3,0.6,2,21.50809588,4,21,19,31,451.6700134,0,425.4460012
"1242",12,22,0,7,9,4.25,1,0.588235294,0,22.57470703,4,17,2,31,383.7700195,20,505.3697453
"1243",13,33,3,16,94,4.5,2,0.222222222,0,23.72166655,4,18,21,31,426.9899979,0,438.0615493
"1244",1,24,1,6,78,2,0,0.5,0,48.78000164,4,8,21,32,390.2400131,0,449.5135135
"1245",10,17,1,10,67,8.5,1,0.333333333,0,16.78941076,2,17,21,31,285.4199829,0,391.5068249
"1246",4,46,1,11,61,8,3,0.52,0,19.20958328,3,24,25,31,461.0299988,9,333.9270234
"1247",9,14,8,7,97,5,20,0.636363636,0,22.57799886,3,15,14,28,338.6699829,0,519.3288298
"1248",4,26,2,8,39,5,2,0.388888889,0,29.68000081,3,15,25,31,445.2000122,9,344.7193063
"1249",4,13,2,5,24,5,3,0.526315789,1,15.40066859,3,15,9,2,231.0100288,2,362.4284546
"1250",6,14,3,9,6,6,1,0.45,1,21.8655565,3,18,9,2,393.5800171,20,444.2785066
"1251",17,41,8,21,24,9.333333333,15,0.384615385,7,19.57099724,3,28,19,28,547.9879227,12,504.740242
"1252",31,51,5,13,21,5.5,5,0.6,8,23.80264976,4,22,7,31,523.6582947,7,406.1384183
"1253",14,73,3,14,21,6.75,6,0.52,4,18.92123809,4,27,7,32,510.8734283,7,416.945306
"1254",7,11,7,17,45,5.5,2,0.307692308,0,16.26045452,4,22,2,31,357.7299995,0,461.4926853
"1255",13,12,1,8,15,3.75,2,0.666666667,0,18.30333328,4,15,2,8,274.5499992,0,471.5654952
"1256",4,12,2,9,54,3.25,2,0.5,1,24.57384608,4,13,2,3,319.4599991,0,442.1988443
"1257",3,44,1,10,88,3.75,3,0.5,2,28.09400024,4,15,19,31,421.4100037,9,373.4700154
"1258",1,28,0,8,84,2.75,1,0.5,0,33.17908963,4,11,19,31,364.969986,9,379.0520384
"1259",2,15,1,4,1,NA,0,0.625,1,8.699999491,0,9,9,3,78.29999542,14,335.4256571
"1260",3,37,7,8,0,17,2,0.5,5,13.86117643,1,17,3,31,235.6399994,16,291.8781726
"1261",0,0,0,1,0,0.333333333,0,NA,0,22,3,1,17,2,22,17,258.6644125
"1262",4,63,8,10,1,7.666666667,4,0.545454545,8,14.40043441,3,23,3,2,331.2099915,16,342.526256
"1263",25,3,6,13,4,7.333333333,2,0.5,1,20.17818208,3,22,17,2,443.9200058,17,437.0705809
"1264",21,2,5,10,6,4.75,2,0.444444444,0,23.99578898,4,19,17,3,455.9199905,17,467.3384707
"1265",20,3,10,10,1,4.25,1,0.411764706,0,30.48007696,4,17,17,28,518.1613083,17,455.282392
"1266",4,45,5,11,27,7,6,0.3,0,15.43428503,2,14,9,31,216.0799904,14,381.1058627
"1267",17,0,8,8,5,4,0,0.388888889,1,27.56312609,4,16,17,31,441.0100174,17,468.4962126
"1268",10,38,4,9,2,10,3,0.55,1,15.60999985,2,20,9,31,312.1999969,19,262.7184466
"1269",8,14,0,6,0,11,4,0.625,1,11.1181821,1,11,9,28,122.3000031,19,234.2321219
"1270",4,26,2,9,0,10.5,5,0.5,1,17.32476189,2,21,9,2,363.8199997,19,226.6591038
"1271",5,24,3,11,0,11.5,3,0.6,1,15.33652082,2,23,9,32,352.7399788,19,225.2707581
"1272",8,26,5,9,15,5.666666667,7,0.533333333,6,22.20941162,3,17,19,3,377.5599976,19,343.068483
"1273",9,24,0,11,0,8,2,0.333333333,0,18.85750008,2,16,9,8,301.7200012,19,262.9527794
"1274",7,38,4,0,65,0,0,NA,4,NA,1,0,19,31,0,19,472.0702117
"1275",3,12,2,8,6,19,7,0.578947368,3,13.38684243,1,19,20,31,254.3500061,19,314.5041199
"1276",0,2,5,5,14,6,5,0.777777778,2,25.42821534,2,12,19,28,305.1385841,12,346.1476366
"1277",7,26,0,14,3,11,6,0.615384615,8,13.56738021,2,22,19,31,298.4823647,19,344.9655359
"1278",13,7,1,9,35,3.75,7,0.428571429,0,28.33533325,4,15,9,8,425.0299988,20,417.988969
"1279",12,6,2,14,34,5.5,15,0.421052632,1,23.70685439,4,22,9,31,521.5507965,20,387.8834356
"1280",0,35,2,2,186,1,1,NA,0,10.03921318,2,2,9,31,20.07842636,12,342.5718608
"1281",13,139,6,24,32,7.75,23,0.384615385,6,16.83064492,4,31,19,28,521.7499924,14,367.859669
"1282",2,11,2,9,27,7.5,8,0.545454545,2,23.32410685,2,15,9,32,349.8616028,12,389.8781985
"1283",2,18,11,9,57,6.25,13,0.533333333,4,18.47196838,4,25,9,28,461.7992096,12,405.4179567
"1284",2,18,10,10,32,4.75,10,0.642857143,8,24.03809176,4,19,9,2,456.7237434,12,381.1704106
"1285",8,92,4,17,29,6.75,11,0.533333333,4,13.21888888,4,27,19,8,356.9099998,14,357.0727419
"1286",3,27,5,15,98,7,20,0.5,5,20.53137452,4,28,9,31,574.8784866,12,427.4844935
"1287",4,4,1,0,19,0,1,NA,0,NA,1,0,19,31,0,20,344.1529569
"1288",2,10,8,10,42,5.666666667,16,0.411764706,5,17.31904064,3,17,9,32,294.4236908,12,400.8220892
"1289",5,14,0,1,33,NA,0,NA,0,3,0,1,19,31,3,20,539.8544867
"1290",2,16,10,11,62,5.5,6,0.588235294,10,21.61922698,4,22,9,8,475.6229935,12,393.5786614
"1291",6,34,2,2,39,2,4,NA,0,9.5,1,2,20,31,19,9,560.5943536
"1292",8,21,16,20,64,8,23,0.48,7,14.46252871,4,32,9,28,462.8009186,12,387.9642452
"1293",0,7,4,5,16,11,5,0.714285714,2,24.46272694,1,11,19,8,269.0899963,20,444.5559162
"1294",5,6,4,13,17,9.5,4,0.555555556,2,18.25263114,2,19,19,31,346.7999916,20,418.6439088
"1295",6,25,6,7,30,6.666666667,1,0.454545455,0,22.68500061,3,20,20,31,453.7000122,9,394.6362722
"1296",6,96,5,2,107,2,2,NA,0,10,1,2,14,28,20,20,600.3955175
"1297",1,7,0,1,12,7,0,0.545454545,0,23.10857146,1,7,20,3,161.7600002,9,360.5006954
"1298",3,14,0,3,27,3,1,0,0,48.66333389,1,3,2,32,145.9900017,2,455.6643357
"1299",8,31,3,12,26,10,3,0.375,5,19.93100052,2,20,14,31,398.6200104,20,564.1361917
"1300",3,3,3,6,10,NA,2,0.466666667,0,15.22226656,0,13,21,31,197.8894653,9,260.2513465
"1301",6,19,1,12,13,9,1,0.4,4,15.93277719,2,18,14,31,286.7899895,20,697.9058677
"1302",13,23,1,9,99,3.5,3,0.571428571,0,17.80071504,4,14,2,8,249.2100105,2,435.3798127
"1303",0,0,0,0,0,NA,0,NA,0,NA,0,0,7,28,0,18,0
"1304",9,12,5,7,29,6,6,0.571428571,3,25.40416606,2,12,20,2,304.8499928,20,411.3374668
"1305",0,20,1,6,37,15,0,0.428571429,1,13.26066691,1,15,21,32,198.9100037,9,300.6433167
"1306",4,30,2,17,2,6.25,2,0.357142857,6,19.40559937,4,25,7,2,485.1399841,19,341.2322275
"1307",10,6,1,3,9,9,9,0.6,1,20.01222187,1,9,20,31,180.1099968,20,478.1937912
"1308",4,44,2,18,5,11.5,7,0.307692308,7,18.28826108,2,23,7,31,420.6300049,19,350.8960827
"1309",2,20,0,12,3,10.5,1,0.473684211,4,18.76270476,2,21,7,32,394.0167999,19,323.8176981
"1310",3,17,1,7,63,13,1,0.375,1,17.81384571,1,13,9,31,231.5799942,9,335.7366771
"1311",8,19,4,11,35,4.5,9,0.466666667,1,25.17000029,4,18,20,31,453.0600052,2,395.0765762
"1312",8,29,5,12,136,8.333333333,1,0.5,2,16.55879974,3,25,9,3,413.9699936,9,372.457095
"1313",5,10,1,12,28,4.75,0,0.75,0,22.79138826,4,19,2,2,433.036377,12,374.8676315
"1314",7,20,4,15,83,5.25,8,0.6,1,24.64551036,4,21,2,31,517.5557175,12,359.1171207
"1315",5,26,4,17,60,5.25,5,0.363636364,4,19.50809551,4,21,9,2,409.6700058,2,387.0725157
"1316",3,44,2,15,98,4.75,3,0.266666667,7,24.87947404,4,19,9,2,472.7100067,2,395.6392786
"1317",8,37,2,10,65,4,4,0.428571429,4,27.32125044,4,16,9,31,437.140007,2,397.8082192
"1318",2,9,2,15,65,12,8,0.692307692,3,17.18125025,2,24,2,31,412.3500061,15,339.1109451
"1319",3,32,3,13,89,5.5,5,0.470588235,2,26.2045458,4,22,0,3,576.5000076,2,385.538684
"1320",10,18,2,15,28,4.5,3,0.2,4,16.5994445,4,18,0,8,298.7900009,2,412.2422513
"1321",6,54,4,13,17,5.75,8,0.625,8,28.1326002,4,23,9,31,647.0498047,14,265.2657773
"1322",6,41,4,9,37,8,6,0.576923077,2,23.1420776,3,24,9,8,555.4098625,14,288.4615385
