stats_overall_1_counterHitRatio_ratio,stats_actionCounts_1_wavedashCount,stats_actionCounts_0_wavelandCount,stats_overall_1_openingsPerKill_ratio,stats_overall_0_inputCount,stats_overall_0_openingsPerKill_count,stats_overall_1_totalDamage,stats_actionCounts_0_wavedashCount,stats_overall_1_killCount,stats_actionCounts_1_airDodgeCount,stats_actionCounts_0_airDodgeCount,stats_overall_0_inputsPerMinute_count,stats_overall_1_inputCount,stats_overall_0_neutralWinRatio_count,stats_overall_1_neutralWinRatio_count,stats_actionCounts_0_dashDanceCount,stats_overall_0_openingsPerKill_ratio,stats_actionCounts_0_rollCount,stats_overall_0_counterHitRatio_ratio,stats_actionCounts_0_spotDodgeCount,stats_overall_1_conversionCount,stats_overall_1_beneficialTradeRatio_count,stats_overall_0_damagePerOpening_ratio,stats_overall_1_damagePerOpening_ratio,stats_actionCounts_1_dashDanceCount,stats_overall_0_killCount,stats_overall_0_conversionCount,stats_overall_0_beneficialTradeRatio_count,settings_players_1_characterId,stats_actionCounts_1_wavelandCount,settings_stageId,stats_overall_1_inputsPerMinute_count,stats_overall_0_totalDamage,stats_actionCounts_1_rollCount,stats_actionCounts_1_spotDodgeCount,stats_overall_1_inputsPerMinute_ratio,settings_players_0_characterId,stats_overall_0_inputsPerMinute_ratio,stats_overall_1_openingsPerKill_count,stats_overall_1_inputsPerMinute_total,stats_overall_0_inputsPerMinute_total
0.571428571,18,18,16,1050,18,221.2600021,14,1,0,0,1050,1183,12,8,22,4.5,3,0.428571429,1,16,0,24.33254623,13.82875013,102,4,18,0,2,9,31,1183,437.9858322,4,0,445.2483011,19,395.1907998,16,2.656944444,2.656944444
0.666666667,14,12,4.5,844,13,112.0499992,10,2,2,2,844,894,11,5,22,3.25,4,0.333333333,0,9,0,34.76646189,12.44999992,82,4,13,0,2,6,31,894,451.9640045,0,0,423.4736842,19,399.7894737,9,2.111111111,2.111111111
0,12,14,10,838,13,132.2599945,13,1,1,2,838,857,11,9,27,3.25,3,1,4,10,0,31.60978816,13.22599945,93,4,13,1,2,6,31,857,410.9272461,3,0,387.8803118,19,379.280865,10,2.209444444,2.209444444
0.333333333,18,8,7.5,865,14,300.4799957,24,2,0,0,865,997,6,11,27,3.5,1,0.666666667,0,15,0,22.88071387,20.03199972,63,4,14,0,20,1,32,997,320.3299942,3,3,455.6557065,3,395.3281706,15,2.188055556,2.188055556
0.466666667,18,13,5.5,980,18,386.2299728,19,4,1,1,980,1227,8,13,33,6,1,0.533333333,0,22,1,21.5236117,17.55590786,61,3,18,1,20,4,2,1227,387.4250107,5,1,474.6105082,3,379.0695176,22,2.585277778,2.585277778
None,1,0,None,10,0,0,0,0,0,0,10,30,0,0,1,None,0,None,0,0,0,None,None,5,0,0,0,2,1,31,30,0,0,0,610.1694915,2,203.3898305,0,0.049166667,0.049166667
0.333333333,20,22,8,1282,15,466.6500015,25,4,4,3,1282,1641,9,29,57,7.5,1,0.666666667,0,32,0,15.59733276,14.58281255,79,2,15,0,20,13,31,1641,233.9599915,16,2,465.4218861,3,363.6019853,32,3.525833333,3.525833333
0.2,1,7,None,362,5,75.62000275,11,0,0,1,362,308,1,4,9,5,1,0.8,0,5,0,21.87999878,15.12400055,11,1,5,0,2,2,31,308,109.3999939,0,0,436.1919748,20,512.6671912,5,0.706111111,0.706111111
None,15,9,1,904,3,14,41,1,3,1,904,629,3,1,105,None,0,None,0,1,0,17.75999832,14,4,0,3,0,9,50,31,629,53.27999496,0,0,453.4241089,2,651.6619944,1,1.387222222,1.387222222
0.25,12,19,4,962,17,397.3499908,12,4,1,2,962,1311,7,12,33,8.5,3,0.75,0,16,1,14.6182352,24.83437443,35,2,17,0,20,10,8,1311,248.5099983,5,1,478.1278493,3,350.8459123,16,2.741944444,2.741944444
0.25,27,11,3.25,1100,9,343.6299858,26,4,3,3,1100,685,3,11,62,4.5,5,0.75,3,13,0,27.35444429,26.43307583,25,2,9,0,9,10,8,685,246.1899986,8,1,291.248376,2,467.6981221,13,2.351944444,2.351944444
0.357142857,29,8,5.75,1730,17,437.7399979,37,4,6,4,1730,1286,7,17,126,5.666666667,14,0.642857143,8,23,1,25.18235375,19.03217382,50,3,17,0,9,10,28,1286,428.1000137,4,3,343.8502674,2,462.5668449,23,3.74,3.74
0.666666667,21,18,6.5,1460,16,336.0400391,34,2,2,2,1460,1025,13,7,125,4,6,0.333333333,6,13,0,26.0562501,25.84923377,27,4,16,0,9,21,31,1025,416.9000015,7,5,338.5631709,2,482.2460776,13,3.0275,3.0275
0.538461538,38,8,4.5,1468,17,398.6900139,44,4,2,4,1468,1066,11,11,98,5.666666667,7,0.461538462,4,18,0,17.87470649,22.14944522,58,3,17,0,9,15,2,1066,303.8700104,6,3,341.5754339,2,470.3871829,18,3.120833333,3.120833333
0.6,26,8,7.666666667,1166,21,420.5799866,52,3,2,0,1166,1840,14,13,4,5.25,25,0.4,4,23,0,30.58285014,18.28608637,35,4,21,1,9,4,28,1840,642.2398529,4,0,412.1966397,14,261.2072184,23,4.463888889,4.463888889
None,0,2,None,100,1,0,4,0,0,2,100,30,1,0,1,0.25,0,None,0,0,0,8.220000267,None,0,4,1,0,9,0,8,30,8.220000267,0,0,118.1619256,20,393.8730853,0,0.253888889,0.253888889
None,0,0,0,32,0,0,1,4,0,0,32,113,0,0,0,None,0,None,0,0,0,None,None,4,0,0,0,9,4,31,113,0,1,0,413.8351984,20,117.1922686,0,0.273055556,0.273055556
0.666666667,21,2,5.25,922,14,592.0200043,37,4,3,6,922,1159,11,15,3,7,9,0.333333333,2,21,0,17.37000002,28.19142877,30,2,14,0,9,9,2,1159,243.1800003,3,0,364.7521637,14,290.1652242,21,3.1775,3.1775
0.333333333,24,2,5,1147,18,626.6500092,36,4,1,5,1147,1567,10,16,3,6,22,0.666666667,3,20,0,27.99943373,31.33250046,15,3,18,0,9,5,32,1567,503.9898071,6,1,377.7167727,14,276.4780716,20,4.148611111,4.148611111
0.346153846,26,6,6.5,1560,27,711.9399567,48,4,2,4,1560,1913,9,16,2,9,20,0.653846154,2,26,0,24.46517577,27.38230603,26,3,27,1,9,16,3,1913,660.5597458,4,1,330.3180009,14,269.3654372,26,5.791388889,5.791388889
0.523809524,19,12,7.333333333,1061,18,343.320015,15,3,2,4,1061,942,7,10,23,4.5,5,0.476190476,3,22,0,24.57166672,15.60545523,17,4,18,1,9,16,8,942,442.2900009,1,0,337.80257,20,380.476143,22,2.788611111,2.788611111
0.55,25,2,5.25,1297,27,522.9699936,28,4,2,2,1297,1095,17,9,72,9,6,0.45,1,21,1,15.65851791,24.90333303,48,3,27,0,9,3,32,1095,422.7799835,6,1,315.8906964,20,374.1645965,21,3.466388889,3.466388889
None,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,None,0,None,0,0,0,None,None,0,0,0,0,9,0,32,0,0,0,0,0,14,0,0,0.011388889,0.011388889
None,22,5,None,599,0,0,51,0,2,2,599,344,0,0,66,0,2,None,0,0,0,None,None,28,1,0,0,9,7,2,344,0,2,0,209.5786089,14,364.9348452,0,1.641388889,1.641388889
0.565217391,15,10,9.333333333,1439,23,530.8899994,27,3,3,2,1439,1289,12,14,56,5.75,8,0.434782609,1,28,1,25.18174014,18.96035712,48,4,23,0,9,15,28,1289,579.1800232,2,1,325.0035019,20,362.8239249,28,3.966111111,3.966111111
0.6,12,6,4.666666667,862,14,332.6999969,12,3,3,3,862,703,8,5,23,3.5,3,0.4,1,14,0,28.44785636,23.7642855,12,4,14,0,9,10,8,703,398.269989,1,0,326.7234702,20,400.6196747,14,2.151666667,2.151666667
0.333333333,27,8,5.25,1193,26,535.1899948,46,4,2,3,1193,1271,14,15,23,8.666666667,8,0.666666667,6,21,0,16.01115359,25.48523785,37,3,26,0,9,14,31,1271,416.2899933,2,0,326.3157895,14,306.2901155,21,3.895,3.895
0.571428571,8,9,5.666666667,1099,22,285.2999878,13,3,5,4,1099,831,13,5,35,5.5,5,0.428571429,0,17,0,23.20368091,16.78235222,13,4,22,0,9,13,2,831,510.4809799,1,0,307.1457906,20,406.201232,17,2.705555556,2.705555556
0.529411765,31,0,3.75,842,15,395.0700073,33,4,2,2,842,1330,7,6,27,5,6,0.470588235,3,15,0,32.39466019,26.33800049,68,3,15,0,9,4,28,1330,485.9199028,4,0,408.6719017,14,258.7231137,15,3.254444444,3.254444444
0.454545455,19,2,4.666666667,578,12,241.7800007,18,3,6,1,578,856,6,9,13,6,3,0.545454545,1,14,0,23.13834031,17.27000005,41,2,12,0,9,9,8,856,277.6600838,1,3,419.7793216,14,283.4491214,14,2.039166667,2.039166667
0.592592593,36,5,9,1206,34,517.3499985,54,3,4,2,1206,1456,22,10,44,8.5,8,0.407407407,5,27,0,17.99617476,19.16111105,73,4,34,1,9,6,3,1456,611.8699417,1,4,317.0003024,14,262.5703054,27,4.593055556,4.593055556
0.5,8,1,3.25,577,7,390.5899925,9,4,0,1,577,757,3,9,13,None,4,0.5,0,13,0,16.8400007,30.04538404,8,0,7,0,20,7,3,757,117.8800049,4,1,519.2835366,20,395.8079268,13,1.457777778,1.457777778
0.636363636,19,0,3.5,974,12,361.3899994,11,4,3,0,974,973,8,7,31,6,0,0.363636364,1,14,0,20.57333374,25.81357138,11,2,12,0,20,5,2,973,246.8800049,9,0,450.6368198,20,451.0999614,14,2.159166667,2.159166667
None,0,0,None,9,0,0,0,0,0,0,9,3,0,0,5,None,0,None,0,0,0,None,None,0,0,0,0,20,0,31,3,0,0,0,240,20,720,0,0.0125,0.0125
0.272727273,12,2,19,918,19,159.4499931,13,1,2,0,918,831,11,16,25,4.75,4,0.727272727,1,19,0,18.11510267,8.392104902,5,4,19,0,20,2,3,831,344.1869507,2,0,435.2051207,20,480.7681117,19,1.909444444,1.909444444
0.4,21,1,5,1184,16,299.6500015,37,3,3,2,1184,553,10,11,52,4,1,0.6,0,15,0,21.37884796,19.97666677,1,4,16,0,19,0,32,553,342.0615673,4,0,226.3816238,20,484.6941096,15,2.442777778,2.442777778
0.357142857,22,4,5.333333333,1255,19,287.5200043,22,3,3,1,1255,1210,10,11,37,4.75,1,0.642857143,3,16,0,17.70629381,17.97000027,2,4,19,0,20,6,8,1210,336.4195824,12,0,459.8817568,20,476.9847973,16,2.631111111,2.631111111
0.6,31,3,5.75,1717,27,426.4211884,42,4,4,5,1717,949,18,11,80,9,2,0.4,3,23,2,18.92518446,18.54005167,14,3,27,1,19,10,28,949,510.9799805,3,1,258.6026796,20,467.8828249,23,3.669722222,3.669722222
0.333333333,7,0,6,339,6,115.317688,6,1,0,0,339,171,1,3,1,6,1,0.666666667,1,6,1,17.50333405,19.21961466,1,1,6,0,19,0,32,171,105.0200043,2,0,219.7002141,20,435.5460385,6,0.778333333,0.778333333
0.555555556,18,4,6.666666667,1268,19,422.4700165,27,3,0,5,1268,708,11,10,25,6.333333333,0,0.444444444,1,20,0,18.3731582,21.12350082,3,3,19,0,19,5,8,708,349.0900059,4,1,247.5043698,20,443.270538,20,2.860555556,2.860555556
1,5,0,1.75,231,4,181.9700012,2,4,1,0,231,430,4,4,13,None,0,0,0,7,0,15.06999969,25.99571446,27,0,4,0,15,4,31,430,60.27999878,0,0,538.6221294,2,289.3528184,7,0.798333333,0.798333333
0.666666667,9,4,17,857,23,193.6399994,24,1,1,3,857,927,17,5,8,5.75,6,0.333333333,9,17,0,19.46608701,11.3905882,24,4,23,0,9,4,31,927,447.7200012,1,4,336.0725076,19,310.694864,17,2.758333333,2.758333333
0.666666667,23,4,16,1091,24,208.9600067,32,1,7,3,1091,1097,19,6,9,6,7,0.333333333,4,16,0,19.70208359,13.06000042,27,4,24,0,9,4,8,1097,472.8500061,1,0,329.0451591,19,327.2454591,16,3.333888889,3.333888889
0.307692308,7,1,3,466,13,316.7700043,4,4,3,1,466,758,3,7,1,6.5,1,0.692307692,0,12,1,17.24153819,26.39750036,9,2,13,0,15,1,3,758,224.1399965,2,1,410.4693141,9,252.3465704,12,1.846666667,1.846666667
0.529411765,22,5,9.5,1146,21,371.8765717,12,2,3,1,1146,1130,12,9,32,5.25,2,0.470588235,0,19,0,17.26048188,19.57245114,8,4,21,1,20,9,2,1130,362.4701195,11,3,434.1052182,20,440.2518408,19,2.603055556,2.603055556
0.571428571,4,1,8,901,13,241.1099777,28,1,1,0,901,895,10,4,1,3.25,4,0.428571429,1,8,0,24.00846159,30.13874722,11,4,13,0,20,3,31,895,312.1100006,5,2,418.4415584,15,421.2467532,8,2.138888889,2.138888889
0.428571429,9,2,6.333333333,1205,13,388.0799828,36,3,1,2,1205,1188,5,13,1,3.25,2,0.571428571,0,19,0,28.88692298,20.42526225,40,4,13,0,20,9,31,1188,375.5299988,5,3,408.2084566,15,414.0498234,19,2.910277778,2.910277778
0.555555556,17,5,4.333333333,644,14,335.8800049,15,3,2,2,644,789,10,8,24,3.5,0,0.444444444,0,13,0,23.97542354,25.83692345,8,4,14,0,20,6,31,789,335.6559296,4,0,298.7693279,9,243.8624172,13,2.640833333,2.640833333
0.423076923,12,6,10.5,963,23,298.0800095,17,2,2,0,963,976,7,9,82,5.75,0,0.576923077,2,21,0,17.8821839,14.19428616,17,4,23,1,20,6,28,976,411.2902298,1,6,301.1312993,9,297.1203291,21,3.241111111,3.241111111
0.473684211,12,5,None,612,17,127.2600021,11,0,0,4,612,688,7,7,44,4.25,0,0.526315789,1,16,0,21.40294165,7.953750134,5,4,17,0,20,3,2,688,363.850008,0,0,316.8073676,9,281.8112049,16,2.171666667,2.171666667
0.388888889,16,10,10,791,26,311.2500153,13,2,2,3,791,837,14,12,102,6.5,0,0.611111111,0,20,1,13.02518214,15.56250076,4,4,26,0,20,6,3,837,338.6547356,1,0,301.2296311,9,284.6745976,20,2.778611111,2.778611111
0.333333333,10,7,11,459,11,156.3300076,6,1,2,1,459,616,5,8,45,2.75,1,0.666666667,0,11,0,19.37545412,14.21181887,4,4,11,0,20,1,2,616,213.1299953,1,2,359.0092278,9,267.5084993,11,1.715833333,1.715833333
0,1,3,5,356,8,60.00999832,10,1,0,3,356,336,5,5,37,2,0,1,3,5,0,30.05730104,12.00199966,2,4,8,0,20,2,31,336,240.4584084,0,0,284.0770315,9,300.9863786,5,1.182777778,1.182777778
0.333333333,9,5,5.666666667,788,22,332.8580246,11,3,4,1,788,863,12,12,79,5.5,1,0.666666667,2,17,0,20.12005997,19.5798838,12,4,22,0,20,0,3,863,442.6413193,1,0,304.4986769,9,278.0358718,17,2.834166667,2.834166667
0.428571429,21,3,6.75,914,22,370.2499924,19,4,0,2,914,996,10,18,55,7.333333333,2,0.571428571,1,27,0,19.65025746,13.71296268,15,3,22,0,20,0,32,996,432.3056641,2,0,309.8245917,9,284.3169446,27,3.214722222,3.214722222
0.5,19,0,3.25,562,5,389.4500122,1,4,2,1,562,786,3,11,0,None,5,0.5,1,13,0,6.6,29.95769325,51,0,5,0,9,16,31,786,33,0,0,436.1954679,20,311.8853091,13,1.801944444,1.801944444
0.6,21,0,3.5,574,6,456.5999832,1,4,0,6,574,816,4,11,0,None,13,0.4,0,14,0,17.42833201,32.61428452,39,0,6,0,9,11,3,816,104.5699921,0,1,400.6000273,19,281.794627,14,2.036944444,2.036944444
0.5,37,35,7.5,1502,19,562.2599945,79,4,4,5,1502,1323,12,23,9,9.5,3,0.5,7,30,0,19.54473636,18.74199982,4,2,19,0,19,29,31,1323,371.3499908,3,4,321.0299272,7,364.4648153,30,4.121111111,4.121111111
0.448275862,14,2,11.5,776,25,277.5399952,14,2,3,3,776,802,9,10,69,6.25,0,0.551724138,1,23,0,18.93788361,12.06695631,2,4,25,0,20,1,8,802,473.4470901,1,0,302.5463691,9,292.7381327,23,2.650833333,2.650833333
None,3,1,None,113,1,0,4,0,0,0,113,101,1,0,14,None,0,None,1,0,0,7,None,20,0,1,0,2,2,32,101,7,0,0,494.0217391,2,552.7173913,0,0.204444444,0.204444444
0.411764706,0,6,7.5,870,15,303.590003,24,2,2,1,870,512,5,8,28,3.75,2,0.588235294,1,15,0,24.50533346,20.23933353,6,4,15,0,19,2,31,512,367.5800018,6,0,219.8997853,9,373.6578382,15,2.328333333,2.328333333
0.6,0,6,14,712,15,179.4300003,19,1,0,4,712,405,7,2,11,3.75,2,0.4,0,14,0,37.15133311,12.81642859,1,4,15,0,19,0,31,405,557.2699966,1,2,187.9834966,9,330.4796287,14,2.154444444,2.154444444
0.555555556,1,2,8,970,17,91.37999725,6,1,0,1,970,680,13,3,10,4.25,0,0.444444444,3,8,0,28.44656193,11.42249966,0,4,17,0,20,0,31,680,483.5915527,11,0,328.2381335,20,468.2220434,8,2.071666667,2.071666667
0.428571429,3,3,None,972,21,124.7799988,6,0,1,3,972,647,13,2,13,5.25,1,0.571428571,0,8,0,22.89857156,15.59749985,0,4,21,0,20,0,3,647,480.8700027,4,1,320.341081,20,481.2542979,8,2.019722222,2.019722222
0.571428571,7,7,None,662,9,123.1227951,23,0,5,2,662,610,6,2,26,2.25,1,0.428571429,0,6,0,44.65581385,20.52046585,14,4,9,0,12,0,31,610,401.9023247,2,0,310.213307,9,336.65772,6,1.966388889,1.966388889
None,11,10,None,550,1,20,71,0,2,1,550,447,1,1,27,0.5,0,None,3,1,0,2,20,19,2,1,0,9,31,31,447,2,5,1,422.0298977,14,519.2761605,1,1.059166667,1.059166667
0.375,47,25,8,1192,17,462.7300034,32,3,3,7,1192,1181,7,18,0,8.5,5,0.625,9,24,0,21.00647062,19.28041681,11,2,17,0,19,15,8,1181,357.1100006,7,4,336.5205002,7,339.6548995,24,3.509444444,3.509444444
0.413793103,33,3,12,1183,26,374.1577225,31,2,4,2,1183,1207,8,11,30,6.5,0,0.586206897,0,24,1,19.02038369,15.5899051,45,4,26,0,12,3,32,1207,494.5299759,7,2,328.8579429,9,322.3189283,24,3.670277778,3.670277778
0.523809524,35,11,9.666666667,1964,22,551.0999908,49,3,8,0,1964,1448,12,18,174,5.5,8,0.476190476,7,29,0,20.08772833,19.00344796,70,4,22,0,9,21,2,1448,441.9300232,9,4,327.6841841,2,444.4556198,29,4.418888889,4.418888889
0.5,22,8,7.25,1765,19,604.5026169,82,4,0,1,1765,1547,10,20,29,9.5,12,0.5,3,29,1,13.18894908,20.84491782,66,2,19,1,9,18,28,1547,250.5900326,5,1,390.7662083,14,445.8321639,29,3.958888889,3.958888889
0.555555556,22,12,6.25,1371,18,504.1100082,73,4,0,3,1371,1268,10,15,24,9,6,0.444444444,0,25,0,14.24043655,20.16440033,20,2,18,0,9,12,28,1268,256.327858,1,0,368.9621726,14,398.9330747,25,3.436666667,3.436666667
0.75,20,4,10,970,9,192.3800125,9,1,1,2,970,655,8,7,2,4.5,5,0.25,1,10,0,31.45496623,19.23800125,1,2,9,0,19,4,3,655,283.094696,5,0,361.7674133,12,535.7471617,10,1.810555556,1.810555556
0.444444444,32,6,7,1285,17,215.2000237,10,2,0,2,1285,926,12,10,6,4.25,9,0.555555556,4,14,0,19.5921568,15.37143026,11,4,17,0,19,6,3,926,333.0666656,7,2,301.9838754,12,419.0596974,14,3.066388889,3.066388889
0.526315789,31,4,8,1701,24,342.8799973,17,2,2,3,1701,1314,15,6,11,6,7,0.473684211,2,16,0,21.87981828,21.42999983,13,4,24,0,19,13,2,1314,525.1156387,5,0,360.7962779,12,467.0581954,16,3.641944444,3.641944444
0.384615385,59,9,6.25,1467,16,508.760025,21,4,5,1,1467,1295,8,20,34,5.333333333,5,0.615384615,2,25,0,23.02125001,20.350401,10,3,16,0,19,5,8,1295,368.3400002,13,5,338.832764,9,383.8360346,25,3.821944444,3.821944444
0.65,54,26,5.75,1510,17,565.0500031,29,4,4,4,1510,1132,9,9,4,8.5,4,0.35,7,23,1,17.49941164,24.56739144,7,2,17,0,19,13,31,1132,297.4899979,5,3,327.3515945,7,436.6615792,23,3.458055556,3.458055556
0.375,55,17,9.5,1502,20,481.4300079,60,2,0,5,1502,1156,10,13,7,5,11,0.625,11,19,0,21.11349983,25.33842147,8,4,20,0,19,12,28,1156,422.2699966,7,4,335.3424658,7,435.7131346,19,3.447222222,3.447222222
0.583333333,53,24,5,1414,12,426.4799995,39,4,3,6,1414,1158,6,12,0,12,9,0.416666667,7,20,0,23.26666641,21.32399998,10,1,12,1,19,16,28,1158,279.1999969,8,3,337.5546559,7,412.1781377,20,3.430555556,3.430555556
0.5,13,10,15,749,20,273.3199997,10,1,1,1,749,714,12,7,1,5,2,0.5,2,15,1,15.36900043,18.22133331,13,4,20,0,20,5,31,714,307.3800087,2,3,303.7579768,19,318.6480737,15,2.350555556,2.350555556
0.333333333,19,13,5,744,16,359.4399948,5,3,6,3,744,852,7,10,0,4,4,0.666666667,1,15,1,15.79250002,23.96266632,17,4,16,0,20,10,8,852,252.6800003,2,5,327.6573016,19,286.1232774,15,2.600277778,2.600277778
0.384615385,11,2,3.25,593,12,349.5500107,7,4,0,3,593,613,4,8,0,4,1,0.615384615,0,13,0,11.8016669,26.88846236,10,3,12,0,20,4,2,613,141.6200027,2,4,326.7397098,19,316.0793604,13,1.876111111,1.876111111
0.45,19,8,8.666666667,1074,24,519.980011,12,3,3,5,1074,1074,12,16,2,6,5,0.55,2,26,1,14.68708277,19.99923119,6,4,24,0,20,7,3,1074,352.4899864,6,8,317.5687885,19,317.5687885,26,3.381944444,3.381944444
0.538461538,30,0,4,766,17,227.2199974,7,4,4,4,766,808,11,9,14,17,0,0.461538462,5,16,0,15.16176515,14.20124984,40,1,17,0,2,4,28,808,257.7500076,6,2,345.7095317,20,327.7394818,16,2.337222222,2.337222222
0.4,11,2,6.5,718,18,173.2199993,9,2,1,0,718,758,11,8,17,4.5,0,0.6,2,13,0,22.7270529,13.32461533,45,4,18,1,0,0,32,758,409.0869522,2,0,348.6838743,20,330.2836698,13,2.173888889,2.173888889
0.555555556,14,3,10,701,20,297.6299973,6,2,1,2,701,863,12,10,13,5,1,0.444444444,6,20,0,18.25849981,14.88149986,51,4,20,0,0,1,32,863,365.1699963,6,2,355.2252458,20,288.5433341,20,2.429444444,2.429444444
0.5625,8,1,4,761,18,349.3199921,8,4,1,1,761,744,11,7,5,9,2,0.4375,6,16,0,20.14649879,21.8324995,35,2,18,0,0,2,3,744,362.6369781,4,0,318.2509506,20,325.5228137,16,2.337777778,2.337777778
0.368421053,42,8,7.25,1630,26,523.9199982,42,4,5,3,1630,1446,14,22,32,8.666666667,2,0.631578947,3,29,0,20.27096088,18.06620683,5,3,26,0,19,12,31,1446,527.0449829,18,9,338.6857515,9,381.7826936,29,4.269444444,4.269444444
0.7,8,4,3.75,718,13,336.3499832,5,4,2,1,718,711,10,8,16,6.5,2,0.3,4,15,0,19.31692226,22.42333221,55,2,13,0,0,4,28,711,251.1199894,2,1,325.648855,2,328.8549618,15,2.183333333,2.183333333
0.533333333,19,15,5.5,1029,20,373.3799896,24,4,1,2,1029,1030,13,14,49,6.666666667,3,0.466666667,8,22,0,18.14801903,16.97181771,54,3,20,0,0,2,31,1030,362.9603806,13,5,353.3447684,2,353.0017153,22,2.915,2.915
0.619047619,12,11,8,1213,29,419.7899933,18,3,1,2,1213,1280,21,11,28,7.25,1,0.380952381,9,24,0,14.40689679,17.49124972,73,4,29,0,0,2,31,1280,417.8000069,12,2,353.726875,2,335.2114838,24,3.618611111,3.618611111
0.473684211,19,9,5.25,799,16,549.5979919,4,4,4,2,799,1158,6,12,12,8,1,0.526315789,2,21,0,14.953125,26.17133295,13,2,16,0,20,3,8,1158,239.25,1,5,391.1061075,2,269.8564593,21,2.960833333,2.960833333
0.390243902,14,4,7.25,909,32,579.0400085,14,4,3,3,909,1522,7,13,42,10.66666667,2,0.609756098,0,29,0,16.30566549,19.96689685,25,3,32,0,20,3,3,1522,521.7812958,10,3,385.88633,9,230.4669343,29,3.944166667,3.944166667
0.384615385,8,1,4.75,651,14,357,3,4,1,1,651,737,5,13,5,4.666666667,2,0.615384615,1,19,1,21.99285752,18.78947368,37,3,14,0,0,3,2,737,307.9000053,3,2,345.288912,20,304.9973972,19,2.134444444,2.134444444
0.375,19,4,5.666666667,652,19,379.2000008,3,3,3,2,652,1132,8,10,57,4.75,5,0.625,1,17,1,20.03315775,22.3058824,26,4,19,0,20,0,2,1132,380.6299973,11,2,393.1313911,9,226.432568,17,2.879444444,2.879444444
0.352941176,6,12,6.333333333,1093,23,375.0599976,20,3,1,7,1093,1011,12,13,44,5.75,1,0.647058824,9,19,0,16.83347851,19.73999987,66,4,23,0,0,6,8,1011,387.1700058,6,4,350.2646521,2,378.6738524,19,2.886388889,2.886388889
0.375,21,1,8.666666667,766,23,455.4299889,12,3,3,4,766,1332,7,16,43,5.75,5,0.625,0,26,0,21.86937747,17.51653803,49,4,23,1,20,2,32,1332,502.9956818,8,6,369.6577243,9,212.5809436,26,3.603333333,3.603333333
0.388888889,85,9,5.75,910,20,440.3000107,6,4,5,2,910,1193,9,16,27,10,1,0.611111111,0,23,0,16.85100021,19.14347873,23,2,20,0,14,11,28,1193,337.0200043,4,2,305.3103007,9,232.8854766,23,3.9075,3.9075
0.428571429,44,11,4,1090,15,283.4839478,22,4,4,2,1090,907,11,13,6,5,3,0.571428571,8,16,0,23.35266622,17.71774673,7,3,15,0,14,5,2,907,350.2899933,4,3,179.4756225,19,215.6873523,16,5.053611111,5.053611111
0.52173913,18,13,9.5,1384,24,549.1699905,23,4,3,5,1384,1339,11,24,6,8,2,0.47826087,3,38,0,20.33000024,14.45184186,29,3,24,2,20,3,3,1339,487.9200058,12,4,348.7736054,19,360.4948991,38,3.839166667,3.839166667
0.333333333,43,16,7,1016,13,458.9399948,60,4,0,2,1016,1668,5,24,6,13,9,0.666666667,1,28,0,13.26076889,16.3907141,16,1,13,0,2,28,31,1668,172.3899956,3,3,513.3624006,14,312.695563,28,3.249166667,3.249166667
0.52,43,8,5.75,773,24,521.1700058,9,4,3,6,773,1305,12,10,69,8,0,0.48,0,23,0,17.41874949,22.65956547,20,3,24,0,19,17,28,1305,418.0499878,1,5,383.4163062,9,227.1117277,23,3.403611111,3.403611111
0.375,5,7,6.333333333,1391,23,364.3032684,14,3,2,2,1391,1356,18,16,34,5.75,7,0.625,0,19,0,21.98912977,19.17385623,21,4,23,0,12,3,2,1356,505.7499847,5,0,386.9372226,20,396.9245403,19,3.504444444,3.504444444
0.615384615,0,10,12,1020,21,152.0299988,9,1,1,2,1020,862,15,3,34,5.25,2,0.384615385,2,12,0,25.68666549,12.66916656,7,4,21,1,12,3,31,862,539.4199753,2,0,369.0770695,20,436.7269267,12,2.335555556,2.335555556
0.538461538,39,4,3.5,1046,18,360.3300056,15,4,0,2,1046,952,12,7,42,6,3,0.461538462,1,14,0,18.7561849,25.73785755,56,3,18,0,9,8,31,952,337.6113281,3,2,355.3712153,20,390.4603899,14,2.678888889,2.678888889
0.6,58,6,4.75,1784,32,409.1100082,25,4,4,3,1784,1519,26,10,83,10.66666667,11,0.4,3,19,0,14.83781252,21.5321057,79,3,32,0,9,18,28,1519,474.8100007,9,0,332.8504474,20,390.9184978,19,4.563611111,4.563611111
0.625,21,7,2.5,808,9,250.2599993,6,4,2,2,808,685,6,5,11,9,1,0.375,1,10,0,19.71888945,25.02599993,67,1,9,0,2,5,31,685,177.470005,3,0,391.1181602,20,461.3481364,10,1.751388889,1.751388889
0.526315789,29,4,5.25,1265,20,394.5300217,16,4,2,2,1265,1189,10,10,18,10,6,0.473684211,4,21,1,18.34400101,18.78714389,91,2,20,0,2,9,28,1189,366.8800201,4,6,394.3251958,20,419.5301704,21,3.015277778,3.015277778
0.571428571,19,8,5,1056,13,351.5800028,10,3,1,1,1056,1036,9,10,64,3.25,6,0.428571429,4,15,0,25.10123334,23.43866685,54,4,13,1,2,7,8,1036,326.3160334,3,6,402.0265172,2,409.7876469,15,2.576944444,2.576944444
