stats_overall_1_counterHitRatio_ratio,stats_actionCounts_1_wavedashCount,stats_actionCounts_0_wavelandCount,stats_overall_1_openingsPerKill_ratio,stats_overall_0_inputCount,stats_overall_0_openingsPerKill_count,stats_overall_1_totalDamage,stats_actionCounts_0_wavedashCount,stats_overall_1_killCount,stats_actionCounts_1_airDodgeCount,stats_actionCounts_0_airDodgeCount,stats_overall_0_inputsPerMinute_count,stats_overall_1_inputCount,stats_overall_0_neutralWinRatio_count,stats_overall_1_neutralWinRatio_count,stats_actionCounts_0_dashDanceCount,stats_overall_0_openingsPerKill_ratio,stats_actionCounts_0_rollCount,stats_overall_0_counterHitRatio_ratio,stats_actionCounts_0_spotDodgeCount,stats_overall_1_conversionCount,stats_overall_1_beneficialTradeRatio_count,stats_overall_0_damagePerOpening_ratio,stats_overall_1_damagePerOpening_ratio,stats_actionCounts_1_dashDanceCount,stats_overall_0_killCount,stats_overall_0_conversionCount,stats_overall_0_beneficialTradeRatio_count,settings_players_1_characterId,stats_actionCounts_1_wavelandCount,settings_stageId,stats_overall_1_inputsPerMinute_count,stats_overall_0_totalDamage,stats_actionCounts_1_rollCount,stats_actionCounts_1_spotDodgeCount,stats_overall_1_inputsPerMinute_ratio,settings_players_0_characterId,stats_overall_0_inputsPerMinute_ratio,stats_overall_1_openingsPerKill_count,stats_overall_1_inputsPerMinute_total,stats_overall_0_inputsPerMinute_total
0.428571429,41,1,4.25,679,12,494.1700134,8,4,0,0,679,1160,4,11,17,12,1,0.571428571,2,17,0,13.76881663,29.06882432,17,1,12,0,20,0,32,1160,165.2257996,1,1,603.5554271,20,353.2880474,17,1.921944444,1.921944444
0.545454545,37,2,4,947,14,490.7399902,4,4,1,2,947,1334,7,8,25,None,2,0.454545455,2,16,1,9.427856445,30.67124939,11,0,14,1,20,1,3,1334,131.9899902,1,3,598.3553451,20,424.7694991,16,2.229444444,2.229444444
0.636363636,28,0,4.5,742,12,336.1400118,14,4,2,1,742,993,8,11,8,12,0,0.363636364,0,18,0,14.11947378,18.6744451,7,1,12,0,20,5,28,993,169.4336853,3,2,531.4897413,20,397.1454059,18,1.868333333,1.868333333
0.357142857,49,1,5.75,955,19,561.7900162,10,4,0,3,955,1621,9,17,19,9.5,2,0.642857143,1,23,1,10.32631563,24.42565288,28,2,19,0,20,4,8,1621,196.1999969,0,3,617.45847,20,363.7710295,23,2.625277778,2.625277778
None,0,0,None,3,0,0,0,0,0,0,3,0,0,0,0,None,0,None,0,0,0,None,None,0,0,0,0,2,0,2,0,0,0,0,0,20,192.8571429,0,0.015555556,0.015555556
0.444444444,46,2,5,1000,18,503.5699844,11,4,2,3,1000,1552,8,12,6,9,4,0.555555556,1,20,0,16.38777881,25.17849922,7,2,18,0,20,4,31,1552,294.9800186,2,2,574.9331138,20,370.4465939,20,2.699444444,2.699444444
0.5,38,2,3.25,530,14,378.9825935,8,4,2,3,530,853,8,7,15,14,1,0.5,0,13,0,14.47357123,29.1525072,50,1,14,0,2,1,2,853,202.6299973,1,1,432.5070423,3,268.7323944,13,1.972222222,1.972222222
0.3,30,4,5,837,12,452.4399948,9,4,3,3,837,1271,5,17,21,6,1,0.7,0,20,0,11.10833391,22.62199974,2,2,12,0,20,5,31,1271,133.3000069,0,1,622.1074099,20,409.6804895,20,2.043055556,2.043055556
0.5,9,1,3,423,7,205.6299982,5,3,0,3,423,418,3,5,3,7,3,0.5,1,9,0,17.68857138,22.84777758,29,1,7,0,2,0,3,418,123.8199997,0,0,354.320697,20,358.5589828,9,1.179722222,1.179722222
0.714285714,22,0,11,1850,28,333.0699921,53,2,2,4,1850,1263,22,10,46,7,1,0.285714286,4,22,1,16.97392804,15.13954509,119,4,28,1,2,4,32,1263,475.2699852,3,5,384.5724435,20,563.3088049,22,3.284166667,3.284166667
0.6,15,1,2.75,584,8,352.8399873,5,4,1,0,584,778,6,8,9,None,1,0.4,0,11,0,15.49947262,32.07636248,86,0,8,0,2,4,8,778,123.9957809,0,1,449.3502326,20,337.30146,11,1.731388889,1.731388889
0.555555556,8,11,5.75,1526,27,383.9199944,18,4,6,10,1526,1597,19,13,15,9,12,0.444444444,7,23,0,15.47629632,16.69217367,36,3,27,0,2,11,28,1597,417.8600006,3,3,474.3173006,20,453.2299315,23,3.366944444,3.366944444
0.454545455,34,10,3.75,865,11,336.9399948,25,4,0,5,865,1129,5,10,5,11,0,0.545454545,1,15,0,23.14727228,22.46266632,11,1,11,0,2,9,28,1129,254.6199951,3,5,517.5601681,19,396.5363555,15,2.181388889,2.181388889
0.714285714,29,11,2.75,853,12,415.7100067,23,4,1,1,853,1077,10,6,3,12,2,0.285714286,0,11,0,12.95999948,37.79181879,9,1,12,0,2,5,2,1077,155.5199938,5,6,503.2057106,19,398.5463984,11,2.140277778,2.140277778
0.5,9,20,4.75,1285,17,366.8699951,10,4,8,5,1285,1221,9,11,19,8.5,7,0.5,3,19,0,20.0952945,19.30894711,35,2,17,0,2,10,31,1221,341.6200066,3,6,458.783008,20,482.8306022,19,2.661388889,2.661388889
0.4,31,7,5.25,1260,22,462.2900162,42,4,4,3,1260,1468,13,15,6,11,3,0.6,0,21,0,17.4445454,22.01381029,29,2,22,0,2,2,32,1468,383.7799988,2,4,478.1326337,19,410.3863205,21,3.070277778,3.070277778
0.545454545,27,10,4.5,877,12,360.1499939,24,4,3,5,877,1207,6,11,3,6,3,0.454545455,0,18,0,22.87651285,20.00833299,10,2,12,1,2,2,3,1207,274.5181541,2,4,524.5925389,19,381.1662441,18,2.300833333,2.300833333
0.529411765,22,11,4.5,1106,21,364.4300003,28,4,4,4,1106,1323,13,9,8,7,2,0.470588235,2,18,0,17.0438098,20.24611113,8,3,21,0,2,6,8,1323,357.9200058,1,3,489.8488121,19,409.5032397,18,2.700833333,2.700833333
0.25,7,11,5.25,1271,17,362.5800018,42,4,0,2,1271,1205,9,17,16,17,17,0.75,0,21,2,10.38323604,17.26571437,48,1,17,0,20,12,31,1205,176.5150127,7,1,448.0016524,14,472.5395022,21,2.689722222,2.689722222
0.25,7,7,13,442,7,168.7699966,11,1,1,1,442,512,1,11,1,7,1,0.75,0,13,0,14.88285719,12.98230743,0,1,7,0,2,6,8,512,104.1800003,0,0,499.647601,19,431.3364055,13,1.024722222,1.024722222
0.5,33,2,5,942,14,478.8600006,3,4,0,1,942,1159,8,14,21,14,15,0.5,2,20,0,12.78285708,23.94300003,27,1,14,0,20,1,32,1159,178.9599991,0,2,459.8699438,0,373.7683236,20,2.520277778,2.520277778
0.444444444,12,21,10.25,2231,25,526.9499969,129,4,5,6,2231,2152,15,33,52,8.333333333,19,0.555555556,0,41,0,19.36799744,12.85243895,76,3,25,0,20,12,3,2152,484.1999359,10,1,423.2286261,14,438.7653647,41,5.084722222,5.084722222
0.5,17,2,4.25,685,16,496.4025497,8,4,5,1,685,920,8,9,35,5.333333333,13,0.5,0,17,1,13.31999993,29.20014998,13,3,16,0,20,3,3,920,213.1199989,0,0,446.6019417,0,332.5242718,17,2.06,2.06
0.5,25,1,4,559,6,446.3999939,2,4,1,1,559,872,3,13,21,None,8,0.5,1,16,1,10.06166649,27.89999962,16,0,6,0,20,5,2,872,60.36999893,1,1,472.5575794,0,302.9354207,16,1.845277778,1.845277778
0.666666667,28,3,2.75,596,10,405.6240692,1,4,1,1,596,942,8,7,33,5,12,0.333333333,1,11,0,17.56199951,36.87491538,28,2,10,0,20,6,28,942,175.6199951,0,2,509.4951923,0,322.3557692,11,1.848888889,1.848888889
0.5,25,14,5,1250,24,431.599987,17,4,4,3,1250,1374,11,7,4,12,0,0.5,2,20,0,14.71916612,21.57999935,11,2,24,0,2,8,31,1374,353.2599869,1,2,435.882975,19,396.5456468,20,3.152222222,3.152222222
0.333333333,17,3,4.75,819,14,554.6499939,6,4,2,1,819,1139,4,14,21,7,17,0.666666667,2,19,0,14.32071441,29.19210494,13,2,14,0,20,4,28,1139,200.4900017,1,2,449.4574153,0,323.1831634,19,2.534166667,2.534166667
0.444444444,16,9,8,738,14,196.7700043,18,1,1,2,738,862,9,4,12,3.5,0,0.555555556,1,8,0,29.76999991,24.59625053,50,4,14,0,0,2,3,862,416.7799988,10,0,389.3601004,9,333.3500627,8,2.213888889,2.213888889
0.3,26,6,6,1463,15,600.1000137,23,4,4,5,1463,1186,8,21,48,7.5,17,0.7,0,24,0,14.60666656,25.00416724,16,2,15,0,9,16,8,1186,219.0999985,2,2,329.4190263,0,406.3575341,24,3.600277778,3.600277778
0.4,10,0,2.75,563,4,319.5999908,15,4,2,0,563,436,0,8,38,2,7,0.6,0,11,1,22.5,29.05454462,24,2,4,0,9,3,32,436,90,0,0,282.6580227,0,364.9918963,11,1.5425,1.5425
0.571428571,21,1,2.75,636,7,360.0600052,7,4,2,1,636,562,3,6,39,None,10,0.428571429,1,11,1,14.14285714,32.73272774,25,0,7,0,9,12,31,562,99,0,1,326.42788,0,369.4094869,11,1.721666667,1.721666667
0.6,6,2,4.25,705,11,346.2699814,15,4,1,0,705,758,7,11,30,5.5,14,0.4,3,17,0,16.80454549,20.36882243,3,2,11,0,20,3,2,758,184.8500004,3,7,361.6699801,0,336.3817097,17,2.095833333,2.095833333
0.333333333,12,5,5.75,859,12,449.9400024,5,4,2,3,859,981,2,17,15,4,12,0.666666667,1,23,1,17.98916674,19.5626088,15,3,12,1,20,3,31,981,215.8700008,2,4,398.870567,0,349.2658685,23,2.459444444,2.459444444
None,10,1,0,452,1,0,11,4,5,5,452,438,1,0,107,0.5,0,None,0,0,0,12,None,66,2,1,0,9,18,31,438,12,1,0,397.7800202,15,410.4944501,0,1.101111111,1.101111111
0.421052632,11,3,7,910,19,573.9100189,19,3,2,2,910,1047,8,13,31,4.75,14,0.578947368,3,21,0,16.20368466,27.32904852,3,4,19,0,20,3,3,1047,307.8700085,1,10,369.7106425,0,321.3339872,21,2.831944444,2.831944444
0.5,6,4,3.75,915,14,436.4400024,8,4,3,0,915,791,7,8,27,4.666666667,4,0.5,3,15,0,18.5549999,29.09600016,8,3,14,0,9,5,8,791,259.7699986,1,2,324.4758432,0,375.3418414,15,2.437777778,2.437777778
0.454545455,15,6,8.5,1029,21,274.9999924,32,2,0,0,1029,1189,13,10,45,5.25,1,0.545454545,3,17,1,25.16904849,16.17647014,61,4,21,1,0,1,32,1189,528.5500183,18,0,352.6736426,9,305.2154569,17,3.371388889,3.371388889
None,20,50,None,1328,4,19,25,0,9,4,1328,1358,4,2,169,2,0,None,1,2,0,10.55999947,9.5,134,2,4,0,0,63,31,1358,42.23999786,3,2,633.592535,2,619.5956454,2,2.143333333,2.143333333
0.411764706,38,2,5.25,910,23,553.5800095,2,4,2,0,910,1514,13,14,33,11.5,16,0.588235294,0,21,0,14.43173914,26.36095283,124,2,23,0,9,24,31,1514,331.9300003,3,6,371.154239,15,223.0847804,21,4.079166667,4.079166667
0.5,2,8,7,713,15,149.8899918,13,1,1,1,713,848,10,2,24,3.75,2,0.5,3,7,1,16.41135915,21.41285597,17,4,15,1,0,2,8,848,246.1703873,0,0,531.2913331,2,446.7107553,7,1.596111111,1.596111111
0.545454545,25,0,2.75,491,10,396.7300034,0,4,1,1,491,832,5,5,20,None,6,0.454545455,0,11,0,11.59199982,36.06636394,64,0,10,0,9,10,3,832,115.9199982,1,2,399.0407674,15,235.4916067,11,2.085,2.085
0.375,5,11,None,961,17,104.5,24,0,1,2,961,896,9,4,89,4.25,1,0.625,0,10,1,22.84882175,10.45,25,4,17,2,0,1,31,896,388.4299698,5,0,445.8327574,2,478.1755356,10,2.009722222,2.009722222
0.666666667,19,3,3.75,806,7,389.3900032,10,4,2,0,806,719,6,13,46,7,10,0.333333333,0,15,0,13.90714264,25.95933355,22,1,7,0,19,8,31,719,97.34999847,1,3,307.6301402,0,344.8538151,15,2.337222222,2.337222222
0.5,24,12,3.25,922,18,435.6285248,10,4,4,0,922,669,9,4,3,6,3,0.5,1,13,1,18.35666635,33.50988652,12,3,18,0,14,16,31,669,330.4199944,3,5,245.27956,9,338.0384968,13,2.7275,2.7275
0.714285714,48,4,4.75,851,14,569.0102081,5,4,1,3,851,983,10,9,2,7,2,0.285714286,0,19,0,15.2409014,29.94790569,34,2,14,0,14,24,31,983,213.3726196,3,2,298.75897,9,258.6407767,19,3.290277778,3.290277778
0.833333333,16,1,3.25,1100,13,375.7600021,8,4,8,1,1100,736,12,8,44,6.5,12,0.166666667,0,13,0,24.2353856,28.90461555,13,2,13,0,19,6,8,736,315.0600128,6,3,258.497561,0,386.3414634,13,2.847222222,2.847222222
0.481481481,20,9,6,1398,26,563.7657318,13,4,4,4,1398,1364,12,11,33,8.666666667,1,0.518518519,1,24,0,21.37538499,23.49023883,21,3,26,0,20,12,31,1364,555.7600098,7,7,356.6531087,20,365.5432888,24,3.824444444,3.824444444
0.428571429,8,7,8,1148,18,372.8600159,16,2,3,2,1148,1086,10,10,14,4.5,3,0.571428571,2,16,0,23.16722213,23.30375099,33,4,18,0,2,5,3,1086,417.0099983,4,3,426.2073477,20,450.5396272,16,2.548055556,2.548055556
0.611111111,14,6,8,1391,19,438.9199905,10,3,1,4,1391,1309,10,11,28,4.75,2,0.388888889,0,24,1,30.2084202,18.28833294,17,4,19,1,20,10,8,1309,573.9599838,12,5,379.481398,20,403.2533419,24,3.449444444,3.449444444
0.466666667,13,11,6.666666667,1198,21,351.3299983,18,3,4,2,1198,1036,12,12,26,5.25,1,0.533333333,0,20,0,25.07357098,17.56649991,12,4,21,1,20,10,28,1036,526.5449905,10,5,369.7065821,20,427.517843,20,2.802222222,2.802222222
0.708333333,77,22,10.33333333,1828,28,450.7800598,44,3,12,10,1828,1800,21,14,32,7,2,0.291666667,1,31,0,19.68035834,14.54129225,6,4,28,0,16,18,31,1800,551.0500336,2,10,378.0630105,9,383.9439907,31,4.761111111,4.761111111
0.470588235,49,24,11,1644,21,364.1099854,21,2,9,2,1644,1613,12,14,67,5.25,5,0.529411765,6,22,0,24.85827055,16.55045388,8,4,21,0,19,7,31,1613,522.0236816,16,3,400.7453416,9,408.447205,22,4.025,4.025
0.5,17,11,7,1176,17,276.2799988,27,2,0,1,1176,1019,12,9,57,4.25,2,0.5,4,14,0,26.97294213,19.73428563,95,4,17,0,0,6,31,1019,458.5400162,0,1,374.8237458,9,432.5738224,14,2.718611111,2.718611111
0.615384615,27,7,4.5,1366,22,378.6399918,29,4,3,2,1366,1349,16,9,89,7.333333333,2,0.384615385,2,18,0,22.84056299,21.0355551,120,3,22,1,0,10,28,1349,502.4923859,2,1,394.6688338,9,399.6424218,18,3.418055556,3.418055556
0.333333333,9,12,8,1086,21,138.9599915,30,1,1,4,1086,874,15,5,64,5.25,1,0.666666667,1,8,0,18.98000045,17.36999893,47,4,21,0,0,8,8,874,398.5800095,3,0,356.2096683,9,442.6129288,8,2.453611111,2.453611111
0.428571429,14,0,3,447,6,379.4700165,1,4,1,0,447,678,2,9,6,None,6,0.571428571,0,12,0,14.24824524,31.62250137,20,0,6,0,20,6,31,678,85.48947144,3,1,446.7874794,20,294.5634267,12,1.5175,1.5175
0.421052632,15,0,3.25,533,15,471.8700027,1,4,5,1,533,821,4,5,0,15,7,0.578947368,2,13,0,12.4681694,36.29769252,31,1,15,0,20,10,28,821,187.022541,0,0,403.3847414,19,261.8807152,13,2.035277778,2.035277778
0.375,14,3,4.25,806,18,579.1800079,10,4,3,2,806,1043,13,14,26,9,3,0.625,1,17,0,13.12777752,34.06941223,18,2,18,0,2,2,32,1043,236.2999954,3,1,375.6678339,0,290.3051526,17,2.776388889,2.776388889
0.5,24,14,6.5,1213,18,249.5400028,18,2,2,4,1213,1112,12,7,46,4.5,3,0.5,0,13,0,27.02055528,19.19538483,26,4,18,0,2,6,31,1112,486.3699951,5,2,429.4818153,2,468.4905053,13,2.589166667,2.589166667
0.4,21,2,4.75,805,13,488.1599808,8,4,3,1,805,1154,7,15,15,13,6,0.6,1,19,0,16.41000014,25.69263057,27,1,13,0,2,11,31,1154,213.3300018,2,2,460.0155022,0,320.894696,19,2.508611111,2.508611111
0.666666667,16,22,15,1167,11,161.8799934,27,1,0,6,1167,891,6,7,36,2.75,2,0.333333333,1,15,0,34.0875688,10.79199956,0,4,11,2,15,2,31,891,374.9632568,2,0,410.3364462,2,537.4440322,15,2.171388889,2.171388889
0.615384615,20,16,6,1287,17,309.2299957,25,3,1,2,1287,1093,11,9,83,4.25,14,0.384615385,4,18,1,20.35474373,17.17944421,1,4,17,0,15,2,31,1093,346.0306435,2,0,434.4005299,2,511.5036432,18,2.516111111,2.516111111
0.727272727,58,17,9,2453,20,583.8629532,41,3,5,3,2453,1186,13,10,8,5,3,0.272727273,6,27,0,25.86349983,21.62455382,6,4,20,1,14,14,31,1186,517.2699966,2,3,325.8987864,7,674.0554156,27,3.639166667,3.639166667
None,6,11,None,563,1,5,11,0,2,4,563,511,1,1,45,0.25,1,None,0,1,0,13,5,5,4,1,0,2,4,31,511,13,0,0,499.8913043,0,550.7608696,1,1.022222222,1.022222222
0.578947368,33,11,4.5,1200,14,508.2552261,34,4,3,0,1200,771,6,7,12,4.666666667,2,0.421052632,3,18,0,24.17714201,28.23640145,11,3,14,0,14,10,8,771,338.4799881,0,3,306.5267808,7,477.0844837,18,2.515277778,2.515277778
0.8,36,12,5.666666667,2489,15,483.199791,35,3,4,3,2489,937,12,5,11,3.75,2,0.2,3,17,0,29.97466736,28.42351711,4,4,15,0,14,7,8,937,449.6200104,2,1,311.9866815,7,828.745838,17,3.003333333,3.003333333
0.272727273,11,0,3.25,555,12,297.3399906,0,4,1,1,555,788,4,10,14,12,0,0.727272727,0,13,0,10.80833308,22.87230697,35,1,12,0,0,1,31,788,129.6999969,0,1,495.510917,2,348.9956332,13,1.590277778,1.590277778
0.6,6,0,5.5,793,15,378.0899887,0,4,0,0,793,1093,8,12,13,15,2,0.4,2,22,0,12.24800008,17.18590858,36,1,15,1,0,4,8,1093,183.7200012,3,1,559.3972135,2,405.8572647,22,1.953888889,1.953888889
0.631578947,51,3,8,1652,22,437.1000071,30,3,1,4,1652,1377,15,12,101,5.5,3,0.368421053,6,24,0,20.18454534,18.21250029,68,4,22,0,9,7,3,1377,444.0599976,7,4,371.5206475,2,445.7168553,24,3.706388889,3.706388889
0.588235294,31,21,21,1733,24,340.161911,27,1,3,5,1733,1235,17,11,87,6,5,0.411764706,6,21,0,22.95333354,16.19818624,30,4,24,0,9,8,28,1235,550.8800049,6,4,349.7757848,2,490.8189757,21,3.530833333,3.530833333
0.533333333,23,4,4.75,1165,17,423.6900024,26,4,2,3,1165,1044,10,11,70,5.666666667,8,0.466666667,1,19,0,19.32661281,22.29947381,29,3,17,0,9,5,2,1044,328.5524178,4,3,372.8941363,2,416.1127096,19,2.799722222,2.799722222
0.526315789,47,20,7.333333333,1544,24,423.5300083,25,3,4,4,1544,1419,15,12,87,6,15,0.473684211,2,22,0,21.40791734,19.25136401,71,4,24,0,9,5,28,1419,513.7900162,7,4,365.2509653,2,397.4259974,22,3.885,3.885
0.588235294,37,7,9,1286,21,333.8882885,9,2,1,4,1286,1011,12,6,70,5.25,3,0.411764706,14,18,0,19.86238062,18.54934936,47,4,21,2,9,6,2,1011,417.109993,7,6,391.6074887,2,498.1278244,18,2.581666667,2.581666667
0.307692308,11,1,15,847,18,253.6301041,20,1,1,0,847,744,8,10,25,4.5,6,0.692307692,0,15,1,23.64611181,16.9086736,5,4,18,0,20,1,32,744,425.6300125,3,1,362.1416982,20,412.2769064,15,2.054444444,2.054444444
0.608695652,17,1,7.666666667,1236,30,411.3199997,24,3,0,2,1236,1153,20,8,28,7.5,6,0.391304348,3,23,1,17.48833338,17.88347825,30,4,30,0,20,4,32,1153,524.6500015,5,5,376.9684861,20,404.1049859,23,3.058611111,3.058611111
0.470588235,6,4,3,825,17,399.3299828,14,4,2,2,825,1011,8,4,25,8.5,0,0.529411765,2,12,0,25.44235229,33.27749856,39,2,17,0,0,8,31,1011,432.519989,3,0,422.3743762,9,344.6675177,12,2.393611111,2.393611111
0.411764706,11,1,5,655,15,304.2799835,17,3,3,1,655,895,5,8,23,3.75,1,0.588235294,1,15,0,24.26933289,20.28533223,9,4,15,0,20,8,8,895,364.0399933,2,0,470.8461201,9,344.585708,15,1.900833333,1.900833333
0.461538462,10,2,6,1040,19,341.340004,36,3,2,1,1040,1199,8,8,37,4.75,2,0.538461538,3,18,2,23.94736963,18.96333355,38,4,19,2,0,7,3,1199,455.0000229,10,0,420.5787781,9,364.8056124,18,2.850833333,2.850833333
0.461538462,8,11,4.5,910,15,498.9700165,3,4,2,1,910,1073,8,12,4,5,2,0.538461538,0,18,0,24.66733297,27.72055647,16,3,15,0,20,3,28,1073,370.0099945,5,0,393.3204358,12,333.5709195,18,2.728055556,2.728055556
0.642857143,25,7,9,1101,17,279.8300018,21,2,3,1,1101,924,12,9,25,4.25,5,0.357142857,1,18,0,22.49529401,15.54611121,19,4,17,0,22,13,2,924,382.4199982,8,3,326.8225585,2,389.4281784,18,2.827222222,2.827222222
0.538461538,53,20,6.333333333,1458,25,382.0299835,29,3,1,2,1458,1157,19,12,38,6.25,9,0.461538462,3,19,0,19.01160004,20.10684124,19,4,25,0,22,30,31,1157,475.2900009,4,4,326.4263323,2,411.3479624,19,3.544444444,3.544444444
0.517241379,30,6,8,1560,27,624.8067474,18,4,2,4,1560,1735,13,17,20,9,4,0.482758621,6,32,0,18.14926416,19.52521086,42,3,27,0,9,13,31,1735,490.0301323,2,1,378.3390878,12,340.1780847,32,4.585833333,4.585833333
0.5,13,5,18,1093,22,306.6415787,12,1,5,3,1093,1083,12,8,62,5.5,2,0.5,1,18,0,25.17331106,17.03564326,18,4,22,0,9,7,3,1083,553.8128433,0,0,317.1819069,12,320.1106411,18,3.414444444,3.414444444
0.555555556,16,9,5.25,1055,19,454.030014,8,4,2,2,1055,862,11,11,13,19,2,0.444444444,0,21,0,16.41547514,21.62047686,59,1,19,0,9,3,31,862,311.8940277,6,4,324.7383843,20,397.4466304,21,2.654444444,2.654444444
0.444444444,12,1,16,1188,28,292.944603,12,1,1,1,1188,1124,18,8,50,7,2,0.555555556,2,16,0,20.43359511,18.30903769,24,4,28,0,9,10,32,1124,572.1406631,0,0,312.0777418,12,329.8472929,16,3.601666667,3.601666667
0.6,19,8,6.5,1246,21,662.0200424,2,4,5,5,1246,1421,12,13,7,7,1,0.4,0,26,0,18.87380927,25.46230932,28,3,21,1,20,14,28,1421,396.3499947,2,3,375.0164944,12,328.8321971,26,3.789166667,3.789166667
0.545454545,13,10,4.5,1037,15,394.2699928,10,4,3,2,1037,820,9,11,19,5,3,0.454545455,1,18,1,21.43720493,21.90388849,25,3,15,0,9,6,8,820,321.558074,0,2,333.521636,20,421.7828494,18,2.458611111,2.458611111
0.5,36,8,9,1412,22,557.5049896,16,3,1,3,1412,1194,12,17,37,5.5,14,0.5,1,27,1,20.26954477,20.64833295,43,4,22,0,9,1,28,1194,445.929985,1,4,322.6300383,0,381.5356902,27,3.700833333,3.700833333
0.6,5,6,6.666666667,1413,24,384.423233,28,3,2,7,1413,1076,16,8,43,6,9,0.4,1,20,0,22.05583318,19.22116165,8,4,24,0,12,4,2,1076,529.3399963,12,0,332.9265148,20,437.1981092,20,3.231944444,3.231944444
0.615384615,21,5,9.5,1031,15,433.1119003,22,2,1,0,1031,1132,10,11,35,3.75,5,0.384615385,1,19,0,30.26800079,22.79536318,36,4,15,0,9,2,32,1132,454.0200119,1,1,432.2902302,20,393.7201655,19,2.618611111,2.618611111
0.52173913,9,16,9.333333333,2394,39,490.3068771,27,3,4,7,2394,1746,25,13,64,9.75,23,0.47826087,4,28,1,17.19743562,17.5109599,5,4,39,3,12,7,28,1746,670.6999893,10,2,324.6023549,20,445.073332,28,5.378888889,5.378888889
0.681818182,44,5,8.333333333,1416,25,517.0850186,27,3,1,4,1416,1555,17,9,53,6.25,12,0.318181818,2,25,0,18.65879974,20.68340075,21,4,25,1,9,13,2,1555,466.4699936,0,0,434.256458,20,395.4386781,25,3.580833333,3.580833333
0.625,21,3,5,1043,19,452.2500038,17,4,2,2,1043,1127,13,10,32,9.5,6,0.375,5,20,0,19.9110527,22.61250019,10,2,19,0,9,12,28,1127,378.3100014,2,2,409.5699576,20,379.0430042,20,2.751666667,2.751666667
0.5,13,10,9.5,1124,22,409.7099915,16,2,4,0,1124,1078,14,11,40,5.5,9,0.5,4,19,0,20.47999954,21.56368376,27,4,22,0,9,22,2,1078,450.5599899,2,3,400.3301011,20,417.4128327,19,2.692777778,2.692777778
0.5,15,9,9,1030,21,337.7150116,22,2,1,3,1030,1148,13,10,34,5.25,5,0.5,6,18,0,17.20142873,18.76194509,18,4,21,2,9,13,8,1148,361.2300034,0,0,425.623069,20,381.8743563,18,2.697222222,2.697222222
None,1,0,None,12,0,0,1,0,0,0,12,22,0,0,0,None,0,None,0,0,0,None,None,4,0,0,0,2,0,31,22,0,0,0,613.9534884,20,334.8837209,0,0.035833333,0.035833333
0.363636364,11,5,5.5,671,10,260.7199783,14,2,1,1,671,681,3,7,12,2.5,2,0.636363636,2,11,0,25.13800049,23.70181621,7,4,10,0,9,7,28,681,251.3800049,1,0,135.8151903,20,133.820841,11,5.014166667,5.014166667
1,24,4,5,719,2,50.18999863,33,1,6,4,719,734,2,4,19,1,0,0,1,5,0,13.5,10.03799973,48,2,2,0,2,21,31,734,27,2,0,469.2594566,20,459.6696857,5,1.564166667,1.564166667
0.5,28,15,5.5,1361,25,527.2999878,17,4,0,1,1361,1336,12,9,35,8.333333333,8,0.5,5,22,1,18.80799957,23.96818126,35,3,25,1,9,17,31,1336,470.1999893,3,2,406.9035533,20,414.5177665,22,3.283333333,3.283333333
0.444444444,22,8,8,1023,22,353.3399963,13,2,2,5,1023,1102,12,8,13,5.5,5,0.555555556,7,16,0,15.69772755,22.08374977,34,4,22,0,2,8,8,1102,345.3500061,5,3,398.433263,20,369.8704429,16,2.765833333,2.765833333
0.588235294,16,11,4,1015,19,406.6399918,17,4,2,5,1015,1090,12,6,22,9.5,7,0.411764706,5,16,0,18.05421106,25.41499949,11,2,19,0,9,16,8,1090,343.0300102,1,0,417.4912225,20,388.7647622,16,2.610833333,2.610833333
0.692307692,30,31,11.5,1809,23,408.1702194,24,2,2,2,1809,1491,18,13,42,5.75,6,0.307692308,2,23,1,22.23782614,17.74653128,116,4,23,0,2,12,31,1491,511.4700012,4,3,409.1470386,0,496.4097873,23,3.644166667,3.644166667
0.631578947,24,1,6.75,1346,24,477.5199966,14,4,2,4,1346,1359,17,15,6,12,11,0.368421053,6,27,0,16.30500062,17.6859258,64,2,24,0,2,15,31,1359,391.320015,9,3,383.9886979,20,380.3155168,27,3.539166667,3.539166667
0.5,52,24,5.5,1855,20,582.1600342,44,4,2,3,1855,1845,14,16,68,6.666666667,5,0.5,0,22,2,15.7670002,26.46181974,177,3,20,0,2,6,3,1845,315.340004,6,0,456.6831683,0,459.1584158,22,4.04,4.04
0.428571429,29,13,5.25,1280,19,358.8300171,64,4,2,8,1280,1766,15,18,25,6.333333333,13,0.571428571,9,21,0,27.70051514,17.08714367,73,3,19,0,2,14,28,1766,526.3097878,10,2,418.5936265,14,303.397419,21,4.218888889,4.218888889
None,20,10,None,253,0,0,12,0,0,3,253,217,0,0,24,0,0,None,0,0,0,None,None,10,1,0,0,9,5,31,217,0,0,0,518.3808892,0,604.379562,0,0.418611111,0.418611111
0.529411765,47,20,10.33333333,2051,25,536.6143875,27,3,0,5,2051,1920,15,20,39,6.25,9,0.470588235,3,31,1,20.20119995,17.31014153,120,4,25,1,2,11,3,1920,505.0299988,10,5,453.6623786,0,484.6153846,31,4.232222222,4.232222222
