id,wavelandCount,inputsPerMinuteTotal,inputCount,openingsPerKillCount,wavedashCount,airDodgeCount,inputsPerMinuteCount,neutralWinRatioCount,dashDanceCount,openingsPerKillRatio,rollCount,counterHitRatio,spotDodgeCount,damagePerOpeningRatio,killCount,conversionCount,beneficialTradeRatioCount,opponentId,stageId,totalDamage,characterId,inputsPerMinuteRatio
1832,6,2.502777778,915,15,34,2,915,8,23,5,1,0.461538462,6,16.34133326,3,15,0,9,32,245.1199989,2,365.5937847
1833,8,2.725277778,935,21,11,0,935,16,4,7,2,0.266666667,2,18.70333354,3,21,0,15,31,392.7700043,20,343.0842931
1834,0,2.046666667,430,11,3,2,430,5,0,11,2,0.5,1,20.40181802,1,11,0,9,8,224.4199982,18,210.0977199
1835,0,0.568888889,256,4,14,1,256,2,4,4,0,0.666666667,0,32.27999878,1,4,0,9,28,129.1199951,20,450
1836,2,2.613333333,756,18,29,5,756,4,17,4.5,5,0.583333333,1,16.87642288,4,18,0,9,32,303.7756119,9,289.2857143
1837,3,1.867222222,416,11,8,0,416,7,1,3.666666667,2,0.5,1,16.68909108,3,11,0,9,28,183.5800018,15,222.7908361
1838,17,2.544166667,1071,17,22,0,1071,9,131,4.25,3,0.625,0,27.44000065,4,17,1,19,31,466.480011,2,420.9629872
1839,13,3.053333333,1254,19,24,2,1254,11,135,4.75,2,0.444444444,6,27.4299999,4,19,0,19,31,521.1699982,2,410.69869
1840,4,1.86,805,12,16,1,805,8,47,3,1,0.4,2,32.41833369,4,12,0,19,2,389.0200043,2,432.7956989
1841,2,3.333888889,779,20,36,2,779,13,25,10,0,0.333333333,1,21.84900055,2,20,0,19,31,436.980011,9,233.6610565
1842,3,2.605277778,614,20,25,3,614,9,31,5,0,0.5,0,18.7494998,4,20,0,19,2,374.989996,9,235.6754451
1843,0,1.814166667,424,12,22,2,424,6,12,3,0,0.6,0,25.56916658,4,12,0,19,8,306.829999,9,233.7161231
1844,5,4.726944444,1059,31,34,3,1059,15,28,7.75,0,0.592592593,3,17.81322553,4,31,0,19,28,552.2099915,9,224.0347887
1845,3,3.632222222,851,21,28,2,851,10,52,5.25,1,0.37037037,0,27.48679315,4,21,0,19,32,577.2226563,9,234.2918324
1846,2,1.830833333,385,12,13,0,385,7,12,6,0,0.384615385,0,16.111667,2,12,0,9,8,193.340004,9,210.2867547
1847,3,3.956944444,805,26,23,1,805,9,22,8.666666667,1,0.515151515,4,20.8855136,3,26,0,19,32,543.0233536,9,203.4398034
1848,3,4.2925,968,31,44,1,968,16,37,7.75,2,0.555555556,3,19.25580769,4,31,0,19,31,596.9300385,9,225.5096098
1849,20,5.795555556,1908,33,3,10,1908,20,0,8.25,3,0.4,0,15.64818137,4,33,1,9,28,516.3899851,19,329.2177914
1850,9,3.349166667,1075,18,3,2,1075,10,1,18,1,0.5,0,11.96055561,1,18,0,9,2,215.2900009,19,320.975367
1851,1,3.018055556,673,22,32,0,673,8,15,7.333333333,0,0.619047619,2,16.09636411,3,22,1,9,2,354.1200104,9,222.9912563
1852,10,2.941388889,935,16,1,2,935,4,0,8,2,0.647058824,0,14.85590363,2,16,0,9,31,237.694458,19,317.8770422
1853,0,2.889722222,608,19,19,1,608,7,50,9.5,0,0.6875,1,13.92736897,2,19,0,9,32,264.6200104,9,210.4008459
1854,6,2.964166667,733,19,35,2,733,11,27,4.75,0,0.538461538,0,23.63684162,4,19,1,19,8,449.0999908,9,247.2870396
1855,2,2.556666667,562,13,29,2,562,6,26,13,2,0.538461538,0,15.40307735,1,13,0,15,28,200.2400055,9,219.8174707
1856,7,1.924722222,602,17,0,3,602,16,0,17,0,0.083333333,0,11.89203644,1,17,0,15,8,202.1646194,19,312.7724058
1857,2,1.205277778,294,11,16,0,294,9,9,5.5,0,0.285714286,0,21.2709094,2,11,0,15,32,233.9800034,9,243.9271722
1858,3,4.551666667,1972,27,20,1,1972,15,12,6.75,1,0.407407407,2,18.35148112,4,27,0,9,28,495.4899902,15,433.2478945
1859,0,4.534444444,1748,29,26,0,1748,13,13,7.25,5,0.5,0,18.13137791,4,29,0,9,32,525.8099594,15,385.4937515
1860,4,2.028611111,739,16,6,1,739,10,4,4,2,0.454545455,0,19.65249991,4,16,0,9,8,314.4399986,15,364.2886485
1861,7,3.670833333,1579,19,15,2,1579,9,4,4.75,3,0.428571429,0,25.46631662,4,19,1,9,2,483.8600159,15,430.1475596
1862,1,2.106944444,811,13,5,0,811,5,1,3.25,1,0.727272727,1,28.09307627,4,13,0,9,3,365.2099915,15,384.9176005
1863,3,2.116388889,813,14,13,1,813,10,10,3.5,0,0.4,0,24.94499969,4,14,0,9,3,349.2299957,15,384.1449009
1864,0,1.518888889,636,13,6,0,636,7,5,3.25,1,0.6,1,23.59153924,4,13,0,9,8,306.6900101,15,418.7271397
1865,3,2.568611111,1110,19,4,2,1110,12,3,4.75,2,0.416666667,0,16.37157862,4,19,0,9,2,311.0599937,15,432.1401536
1866,0,0.564722222,378,1,8,1,378,1,21,None,2,None,0,7,0,1,0,13,31,7,0,669.3556321
1867,6,2.932777778,1225,21,10,0,1225,12,6,5.25,0,0.368421053,0,20.95285688,4,21,1,9,31,440.0099945,15,417.6927448
1868,1,2.434722222,1023,19,8,1,1023,11,4,4.75,0,0.466666667,0,19.60578918,4,19,0,9,31,372.5099945,15,420.1711352
1869,4,3.344166667,1376,24,7,3,1376,9,49,12,3,0.611111111,3,14.56208324,2,24,0,13,31,349.4899979,0,411.4627461
1870,6,3.936944444,1631,23,26,5,1631,13,44,11.5,17,0.727272727,7,17.425218,2,23,0,2,31,400.780014,20,414.2806745
1871,5,2.864444444,1265,15,20,1,1265,11,32,7.5,11,0.333333333,3,22.21466675,2,15,0,2,3,333.2200012,20,441.6214119
1872,3,4.764722222,1842,32,17,0,1842,19,14,8,4,0.454545455,3,18.52156186,4,32,2,9,28,592.6899796,15,386.5912668
1873,7,2.462777778,769,16,8,5,769,7,53,5.333333333,0,0.529411765,0,15.52687502,3,16,0,20,8,248.4300003,9,312.2490413
1874,7,2.301666667,786,14,3,6,786,9,19,3.5,4,0.454545455,1,30.20214244,4,14,0,20,2,422.8299942,17,341.4916727
1875,11,2.8075,867,19,9,4,867,8,40,6.333333333,2,0.555555556,0,12.03421021,3,19,0,20,31,228.6499939,9,308.8156723
1876,8,2.201666667,829,17,8,4,829,11,26,4.25,3,0.461538462,0,23.38705848,4,17,0,20,28,397.5799942,17,376.5329296
1877,2,2.829166667,1197,12,7,3,1197,7,37,6,3,0.333333333,0,21.66583379,2,12,1,13,31,259.9900055,0,423.0927835
1878,0,2.591388889,932,13,8,1,932,6,24,6.5,5,0.466666667,0,19.91999993,2,13,0,19,32,258.9599991,0,359.6526959
1879,6,3.157222222,756,14,63,6,756,9,2,7,5,0.357142857,7,22.44856889,2,14,0,19,2,314.2799644,14,239.4509942
1880,12,2.18,875,15,11,2,875,10,14,3.75,1,0.454545455,1,25.2799998,4,15,0,9,31,379.1999969,20,401.3761468
1881,4,2.7125,587,11,51,0,587,8,0,2.75,4,0.6,4,43.86634965,4,11,0,19,8,482.5298462,14,216.40553
1882,6,2.508611111,975,12,16,2,975,8,26,3,2,0.307692308,4,40.53666687,4,12,0,9,31,486.4400024,20,388.6612778
1883,3,1.465555556,713,5,2,3,713,4,28,None,3,0.333333333,1,11.11199951,0,5,0,14,31,55.55999756,2,486.504928
1884,9,4.303888889,1802,21,19,5,1802,15,203,7,5,0.294117647,1,15.9038095,3,21,1,14,28,333.9799995,2,418.6911062
1885,4,2.425555556,776,21,10,0,776,11,17,5.25,0,0.5625,1,16.18857138,4,21,0,2,8,339.9599991,19,319.9267064
1886,7,3.822222222,884,13,51,5,884,7,0,6.5,3,0.714285714,7,38.04843727,2,13,1,19,31,494.6296844,14,231.2790698
1887,3,2.298611111,667,13,20,3,667,8,25,6.5,2,0.416666667,0,14.48692322,2,13,0,2,31,188.3300018,9,290.1752266
1888,0,3.186666667,906,22,10,1,906,11,22,5.5,0,0.588235294,0,24.0196932,4,22,1,2,32,528.4332504,19,284.3096234
1889,3,2.080555556,581,13,14,0,581,5,34,6.5,1,0.533333333,0,21.86000061,2,13,0,20,32,284.1800079,9,279.2523364
1890,7,2.977222222,981,21,7,2,981,12,48,7,6,0.615384615,1,16.31714321,3,21,1,20,8,342.6600075,0,329.5017727
1891,1,2.654444444,760,18,23,4,760,11,32,9,7,0.466666667,2,14.86888885,2,18,0,2,3,267.6399994,9,286.3122645
1892,9,2.5875,1088,22,20,2,1088,16,57,5.5,10,0.384615385,4,16.93999949,4,22,0,20,31,372.6799889,2,420.4830918
1893,3,4.190555556,1338,27,18,6,1338,15,34,6.75,8,0.571428571,5,19.50704278,4,27,0,9,31,526.690155,12,319.2894074
1894,1,3.478611111,1218,18,14,1,1218,12,55,6,16,0.428571429,2,22.83333376,3,18,0,20,32,411.0000076,2,350.1397429
1895,9,4.413333333,1744,29,30,4,1744,17,62,9.666666667,15,0.55,4,16.62275854,3,29,1,20,3,482.0599976,2,395.1661631
1896,0,4.359444444,1450,23,23,1,1450,6,38,7.666666667,5,0.761904762,7,17.51145952,3,23,1,9,32,402.7635689,12,332.611189
1897,2,4.189166667,1273,21,15,5,1273,12,33,7,3,0.470588235,11,16.05724644,3,21,1,9,31,337.2021751,12,303.8790531
1898,25,3.086666667,1228,24,11,3,1228,15,18,6,2,0.6,2,21.27041658,4,24,0,19,31,510.4899979,8,397.8401728
1899,1,2.529166667,1026,21,24,3,1026,14,98,10.5,1,0.352941176,1,14.21904718,2,21,0,20,8,298.5999908,2,405.6672158
1900,4,3.599444444,1429,21,37,0,1429,12,114,7,6,0.466666667,7,20.19234503,3,21,1,20,31,424.0392456,2,397.0057108
1901,5,0.524444444,394,1,13,2,394,1,32,0.5,1,None,1,7,2,1,0,9,31,7,0,751.2711864
1902,18,2.295555556,885,19,15,3,885,13,16,4.75,2,0.545454545,1,22.39105225,4,19,0,19,8,425.4299927,8,385.5275895
1903,8,3.349722222,1153,15,21,4,1153,7,18,7.5,3,0.444444444,3,15.07400004,2,15,0,20,31,226.1100006,9,344.2076457
1904,7,2.555,1029,13,27,1,1029,5,21,6.5,4,0.615384615,0,14.1809611,2,13,0,20,31,184.3524942,9,402.739726
1905,10,4.0725,1794,17,12,3,1794,13,103,5.666666667,14,0.3,2,21.31235212,3,17,1,9,31,362.3099861,0,440.5156538
1906,5,2.01,706,14,5,3,706,9,2,3.5,0,0.444444444,0,21.69714192,4,14,0,9,31,303.7599869,15,351.2437811
1907,3,1.984166667,858,8,5,1,858,7,48,4,6,0.333333333,0,19.85625029,2,8,0,9,8,158.8500023,0,432.4233515
1908,2,4.265,1802,23,10,3,1802,17,119,5.75,14,0.357142857,1,21.59000032,4,23,1,9,3,496.5700073,0,422.5087925
1909,12,2.054166667,683,11,1,2,683,7,0,2.75,0,0.5,0,27.63818221,4,11,1,9,8,304.0200043,15,332.494929
1910,5,2.505,946,14,16,2,946,6,26,7,4,0.666666667,8,15.67857197,2,14,0,9,31,219.5000076,2,377.6447106
1911,2,2.339166667,678,21,28,1,678,16,24,5.25,3,0.25,1,18.59190478,4,21,0,0,31,390.4300003,9,289.8468115
1912,4,2.770277778,802,24,21,0,802,15,43,6,1,0.470588235,0,19.31083298,4,24,1,0,28,463.4599915,9,289.5016545
1913,2,3.225833333,717,14,28,0,717,8,47,3.5,4,0.5,1,29.46785709,4,14,0,20,31,412.5499992,9,222.2681478
1914,3,3.399166667,758,18,28,2,758,10,64,4.5,0,0.727272727,0,25.19527774,4,18,0,20,8,453.5149994,9,222.9958323
1915,2,4.6125,980,21,40,0,980,8,42,10.5,3,0.705882353,0,20.30809457,2,21,0,20,3,426.469986,9,212.4661247
1916,0,2.027222222,771,12,13,0,771,6,14,4,0,0.461538462,0,26.88916779,3,12,0,20,32,322.6700134,2,380.3233763
1917,14,2.129166667,930,14,9,5,930,10,17,3.5,0,0.5,1,29.95928628,4,14,0,14,31,419.4300079,0,436.7906067
1918,11,1.886944444,838,14,12,1,838,9,45,3.5,2,0.833333333,0,24.05857195,4,14,0,14,28,336.8200073,0,444.1042249
1919,16,3.433888889,1467,25,8,6,1467,16,10,6.25,3,0.642857143,0,21.20639954,4,25,0,20,8,530.1599884,20,427.2124252
1920,3,2.366388889,954,14,9,3,954,6,18,3.5,3,0.666666667,4,28.90608556,4,14,1,0,31,404.6851978,2,403.1459091
1921,3,3.878888889,1607,21,10,0,1607,14,9,7,2,0.368421053,0,16.95333535,3,21,0,14,2,356.0200424,15,414.2938986
1922,3,3.726944444,1425,19,11,1,1425,15,4,4.75,2,0.4,0,19.93263164,4,19,0,14,28,378.7200012,15,382.350749
1923,24,3.019166667,935,26,20,2,935,11,9,6.5,8,0.583333333,2,17.66707699,4,26,0,20,8,459.3440018,8,309.6881038
1924,23,3.015555556,976,22,14,5,976,11,8,11,8,0.578947368,2,12.56545396,2,22,0,20,31,276.4399872,8,323.6551216
1925,21,3.732777778,1301,27,16,3,1301,10,15,6.75,8,0.666666667,1,16.29000007,4,27,0,20,2,439.8300018,8,348.534008
1926,3,2.601944444,1030,10,4,0,1030,6,3,10,1,0.5,0,20.24099808,1,10,0,14,3,202.4099808,15,395.8577987
1927,8,3.313333333,1163,22,35,2,1163,11,48,5.5,1,0.6875,1,26.61727281,4,22,0,19,2,585.5800018,9,351.0060362
1928,5,2.595555556,838,17,24,5,838,10,16,4.25,0,0.5,1,29.34352965,4,17,0,19,31,498.840004,9,322.859589
1929,2,1.248888889,429,4,6,2,429,3,5,None,2,0.25,0,8.899999619,0,4,0,20,3,35.59999847,2,343.5053381
1930,4,1.720277778,644,11,8,2,644,8,16,2.75,2,0.4,0,26.53272802,4,11,1,20,31,291.8600082,2,374.3581463
1931,10,3.6525,1364,25,33,6,1364,16,53,8.333333333,4,0.4,1,16.79519974,3,25,0,20,31,419.8799934,2,373.4428474
1932,8,2.828055556,967,19,10,3,967,10,48,4.75,4,0.428571429,1,22.16263098,4,19,0,8,8,421.0899887,0,341.931048
1933,8,3.163055556,1089,22,12,1,1089,12,62,7.333333333,9,0.434782609,0,19.32090967,3,22,0,8,8,425.0600128,0,344.2873452
1934,3,3.105555556,687,12,14,2,687,6,0,3,1,0.714285714,0,13.2166659,4,12,0,14,2,158.5999908,19,221.216458
1935,6,2.819444444,1004,16,7,2,1004,11,47,5.333333333,6,0.625,1,17.45187473,3,16,0,14,8,279.2299957,0,356.0985222
1936,9,2.399444444,875,15,13,1,875,10,25,3.75,2,0.5,0,20.30799967,4,15,0,14,8,304.6199951,0,364.6677472
1937,6,3.095277778,1174,19,15,1,1174,18,55,4.75,4,0.090909091,0,22.89684255,4,19,0,14,3,435.0400085,0,379.287445
1938,10,3.340277778,1601,20,19,4,1601,13,35,5,3,0.363636364,4,19.61850014,4,20,3,20,28,392.3700027,0,479.3014553
1939,7,3.775,1668,24,25,3,1668,17,28,6,5,0.375,0,19.64291668,4,24,1,9,2,471.4300003,0,441.8543046
1940,4,3.028333333,978,19,7,3,978,8,62,9.5,3,0.5,0,14.44368383,2,19,0,8,28,274.4299927,0,322.9499174
1941,2,2.139444444,983,10,5,0,983,4,20,5,5,0.625,0,13.8170002,2,10,0,20,32,138.170002,0,459.465074
1942,1,3.076111111,1628,19,36,2,1628,15,47,6.333333333,1,0.4,0,26.88000047,3,19,0,9,32,510.7200089,20,529.2396605
1943,7,2.545277778,1354,21,33,1,1354,14,26,5.25,3,0.466666667,4,21.09571548,4,21,0,9,8,443.010025,20,531.9655135
1944,9,3.800277778,1769,25,15,1,1769,19,34,6.25,3,0.333333333,1,16.82720001,4,25,0,9,28,420.6800003,0,465.4922886
1945,6,3.129166667,1477,25,9,3,1477,17,22,6.25,2,0.533333333,1,16.41360046,4,25,0,9,3,410.3400116,0,472.0106525
1946,0,1.758055556,1078,13,40,2,1078,9,36,3.25,0,0.444444444,0,32.68153733,4,13,0,9,32,424.8599854,20,613.1774372
1947,6,3.4,1631,19,24,3,1631,9,12,9.5,10,0.6,1,14.73842219,2,19,1,20,2,280.0300217,0,479.7058824
1948,10,2.759166667,1348,16,11,2,1348,8,16,4,11,0.461538462,1,15.82062531,4,16,0,20,28,253.1300049,0,488.5533072
1949,11,3.144166667,1508,13,5,5,1508,4,12,13,7,0.888888889,3,9.039230053,1,13,0,20,31,117.5099907,0,479.6183408
1950,12,3.323333333,1483,20,13,3,1483,10,14,5,2,0.416666667,1,23.04449997,4,20,0,9,31,460.8899994,0,446.2387161
1951,2,2.322777778,1068,13,9,1,1068,6,7,13,6,0.777777778,0,9.727692237,1,13,0,20,8,126.4599991,0,459.7943076
1952,2,2.109444444,927,11,5,3,927,5,11,11,2,0.75,0,13.82181896,1,11,0,20,3,152.0400085,0,439.4521991
1953,1,2.510555556,1343,17,39,4,1343,13,13,4.25,0,0.25,2,25.3464701,4,17,1,9,2,430.8899918,20,534.9413587
1954,2,2.329722222,1340,18,45,2,1340,11,32,4.5,0,0.583333333,2,27.71611235,4,18,0,9,32,498.8900223,20,575.1758674
1955,6,2.2775,1005,10,4,4,1005,4,4,10,3,0.545454545,1,15.32400045,1,10,0,20,28,153.2400045,0,441.273326
1956,7,1.985,868,14,6,1,868,10,2,14,6,0.444444444,0,10.98500007,1,14,0,20,8,153.7900009,0,437.279597
1957,7,2.873888889,1279,15,15,2,1279,3,9,7.5,9,0.705882353,1,15.30466728,2,15,0,20,2,229.5700092,0,445.041562
1958,3,1.86,827,16,10,0,827,7,7,4,0,0.636363636,2,28.39312506,4,16,1,20,3,454.2900009,20,444.6236559
1959,2,2.526666667,1125,23,16,3,1125,8,8,5.75,1,0.56,2,19.30956534,4,23,0,2,2,444.1200027,20,445.2506596
1960,2,1.555555556,714,13,10,1,714,6,7,3.25,1,0.5,1,26.87615248,4,13,1,2,8,349.3899822,20,459
1961,7,2.356111111,1026,19,13,0,1026,8,8,4.75,1,0.666666667,1,21.24042591,4,19,1,20,28,403.5680923,20,435.4633341
1962,0,0.064444444,21,1,0,0,21,1,2,None,0,None,0,7.639999866,0,1,0,9,28,7.639999866,9,325.862069
1963,0,2.636666667,1208,21,24,0,1208,12,18,5.25,2,0.473684211,4,22.43904659,4,21,0,9,32,471.2199783,20,458.1542351
1964,4,3.109722222,1371,24,30,1,1371,18,17,6,5,0.357142857,2,20.73083369,4,24,0,9,28,497.5400085,20,440.8753908
1965,4,3.435,861,19,34,2,861,15,66,4.75,0,0.235294118,0,25.76736812,4,19,0,9,32,489.5799942,9,250.6550218
1966,1,3.091666667,730,17,27,4,730,12,27,4.25,0,0.625,1,21.16764764,4,17,0,9,3,359.8500099,9,236.1185984
1967,4,1.75,423,11,18,0,423,8,35,2.75,0,0.6,2,27.21272694,4,11,0,9,8,299.3399963,9,241.7142857
1968,0,2.3475,542,11,19,2,542,7,64,3.666666667,1,0.666666667,2,18.90181836,3,11,0,9,31,207.920002,9,230.8839191
1969,3,3.055555556,1341,27,32,1,1341,18,19,9,1,0.36,1,13.81555575,3,27,0,9,31,373.0200052,20,438.8727273
1970,4,2.794444444,634,18,29,2,634,7,30,4.5,2,0.611111111,5,20.52833388,4,18,0,9,2,369.5100098,9,226.8787276
1971,1,2.862777778,777,15,38,3,777,9,50,3.75,0,0.461538462,2,30.46533356,4,15,0,9,31,456.9800034,9,271.4147099
1972,2,1.764444444,488,11,27,3,488,9,31,2.75,0,0.333333333,0,23.29636383,4,11,0,9,28,256.2600021,9,276.5743073
1973,5,2.918055556,807,13,2,4,807,10,29,4.333333333,1,0.333333333,1,21.58461508,3,13,0,9,8,280.5999961,0,276.5540219
1974,0,2.844722222,821,22,15,3,821,15,69,5.5,5,0.428571429,0,17.9899996,4,22,1,9,3,395.7799911,0,288.6046285
1975,0,0.254444444,53,1,0,0,53,0,4,None,0,1,0,30,0,1,0,9,32,30,0,208.2969432
1976,0,2.718055556,686,11,6,2,686,4,55,2.75,7,0.538461538,3,31.63818221,4,11,0,9,32,348.0200043,0,252.3863056
1977,6,3.428888889,882,18,5,4,882,6,61,6,5,0.625,5,18.55722215,3,18,1,9,2,334.0299988,0,257.2261828
1978,17,2.765277778,1417,22,17,5,1417,17,74,5.5,5,0.384615385,7,20.68045529,4,22,0,9,31,454.9700165,2,512.4259166
1979,3,1.165555556,403,9,5,0,403,7,29,9,0,0.666666667,0,16.53333282,1,9,0,2,8,148.7999954,9,345.7578646
1980,5,3.516111111,909,19,12,2,909,16,46,4.75,4,0.222222222,1,19.87894721,4,19,1,9,31,377.6999969,15,258.5242534
1981,21,4.262222222,1952,27,23,9,1952,16,62,9,9,0.55,9,15.21185161,3,27,0,9,31,410.7199936,2,457.9770594
1982,4,2.122777778,723,13,23,2,723,8,21,6.5,2,0.4,2,21.43930112,2,13,0,2,8,278.7109146,2,340.5914682
1983,20,4.006666667,1870,24,21,3,1870,17,62,6,8,0.5,12,20.74041653,4,24,0,9,28,497.7699966,2,466.7221298
1984,4,3.8325,1022,16,11,3,1022,9,25,8,0,0.5,3,18.61500072,2,16,1,9,3,297.8400116,15,266.6666667
1985,0,2.690833333,956,14,17,2,956,7,46,7,23,0.583333333,1,15.16214234,2,14,0,2,32,212.2699928,0,355.2802725
1986,6,2.871666667,873,14,19,0,873,13,35,4.666666667,2,0.2,1,19.61571394,3,14,0,9,2,274.6199951,15,304.0046431
1987,1,3.104444444,1394,25,47,4,1394,16,52,12.5,3,0.5,2,14.54440002,2,25,0,25,28,363.6100006,2,449.0336435
1988,1,2.422222222,887,17,11,3,887,10,11,8.5,9,0.411764706,0,13.92411804,2,17,0,2,3,236.7100067,0,366.1926606
1989,8,1.886944444,773,14,9,1,773,9,58,3.5,3,0.555555556,1,22.82571466,4,14,0,2,31,319.5600052,0,409.6569999
1990,5,1.828055556,627,13,10,0,627,11,56,3.25,4,0.25,0,27.59153865,4,13,0,2,31,358.6900024,0,342.9873879
1991,27,2.862222222,1283,15,22,5,1283,11,12,5,1,0.4,0,23.6753334,3,15,0,9,8,355.1300011,25,448.2531056
1992,27,2.4675,1032,14,24,3,1032,5,11,7,0,0.5,1,16.51071371,2,14,1,9,8,231.149992,25,418.2370821
1993,7,2.239722222,1180,12,2,1,1180,7,1,3,1,0.5,0,23.77333323,4,12,1,14,2,285.2799988,15,526.851048
1994,7,1.974166667,1133,14,3,0,1133,9,0,3.5,0,0.625,1,20.43785667,4,14,0,14,8,286.1299934,15,573.9130435
1995,40,3.3775,1360,18,26,3,1360,9,13,4.5,2,0.727272727,0,19.04888831,4,18,1,9,31,342.8799896,25,402.6646928
1996,4,2.188055556,851,9,13,3,851,8,37,4.5,1,0.25,0,20.60333252,2,9,0,2,31,185.4299927,15,388.9297956
1997,6,3.141111111,1170,17,17,3,1170,10,81,5.666666667,1,0.583333333,0,21.04352929,3,17,0,2,31,357.7399979,15,372.4796604
1998,23,3.133333333,1261,19,27,1,1261,9,30,9.5,1,0.666666667,0,17.05526292,2,19,0,19,8,324.0499954,3,402.4468085
1999,4,2.601944444,737,20,13,1,737,12,30,5,2,0.470588235,1,21.8595562,4,20,0,20,8,437.191124,9,283.2497064
2000,2,3.562777778,898,22,20,3,898,10,35,5.5,7,0.48,4,24.03454625,4,22,0,20,31,528.7600174,9,252.0505224
2001,3,2.741666667,1147,22,16,0,1147,17,34,5.5,2,0.416666667,4,21.69999938,4,22,0,9,32,477.3999863,20,418.3586626
2002,5,2.968611111,1140,18,20,1,1140,11,72,6,6,0.375,4,17.47848474,3,18,1,15,31,314.6127253,2,384.0179658
2003,3,2.553888889,957,16,13,0,957,12,36,5.333333333,6,0.333333333,5,22.83735132,3,16,0,20,3,365.3976212,2,374.7226452
2004,11,2.738611111,1047,18,11,1,1047,10,27,4.5,7,0.470588235,0,26.32444382,4,18,0,9,31,473.8399887,20,382.3105792
2005,12,1.411666667,610,13,10,1,610,7,5,3.25,1,0.5,3,24.93769191,4,13,0,20,8,324.1899948,20,432.1133412
2006,6,1.9925,784,16,4,2,784,7,21,8,1,0.444444444,1,15.26937616,2,16,1,20,31,244.3100185,20,393.4755332
2007,3,1.985833333,836,18,10,1,836,13,24,4.5,3,0.4,3,23.68722237,4,18,0,20,28,426.3700027,20,420.9819555
2008,23,3.273611111,1271,20,73,4,1271,15,33,5,1,0.5,0,25.23149986,4,20,0,25,28,504.6299973,7,388.256258
2009,13,4.607777778,1920,28,47,4,1920,19,189,7,10,0.529411765,2,21.82872282,4,28,0,25,28,611.2042389,2,416.6867615
2010,4,2.821944444,858,13,14,4,858,9,0,6.5,4,0.285714286,0,18.2992319,2,13,0,9,2,237.8900146,19,304.0456738
2011,16,4.86,1879,35,11,4,1879,20,18,8.75,4,0.681818182,0,16.65904323,4,35,0,14,31,583.0665131,15,386.6255144
2012,7,4.298611111,1692,26,4,1,1692,18,6,6.5,3,0.533333333,2,16.08692287,4,26,0,14,3,418.2599945,15,393.6155089
2013,5,3.694722222,1275,22,41,5,1275,9,5,7.333333333,7,0.565217391,0,18.27227332,3,22,0,9,32,401.9900131,19,345.0868356
2014,3,2.897777778,676,16,70,1,676,12,2,4,4,0.444444444,7,35.19999361,4,16,0,19,8,563.1998978,14,233.2822086
2015,5,3.960833333,1079,20,26,0,1079,11,27,10,6,0.347826087,0,18.5159996,2,20,1,15,31,370.3199921,9,272.4174206
2016,2,2.189444444,478,12,57,0,478,11,1,3,2,0.333333333,2,41.84416262,4,12,0,19,31,502.1299515,14,218.3202233
2017,8,1.530833333,638,9,8,1,638,6,34,4.5,3,0.666666667,1,19.54111057,2,9,0,20,28,175.8699951,0,416.7664671
2018,3,3.166944444,836,29,24,0,836,16,12,9.666666667,2,0.565217391,5,15.90392882,3,29,0,19,31,461.2139359,2,263.9768441
2019,3,2.013611111,484,9,8,0,484,5,9,9,3,0.375,1,17.89777952,1,9,1,15,8,161.0800157,9,240.3641882
2020,16,3.944444444,1944,25,60,7,1944,14,110,6.25,9,0.555555556,0,18.6028006,4,25,0,20,3,465.070015,0,492.8450704
2021,25,3.392777778,1460,19,12,1,1460,6,40,6.333333333,9,0.631578947,0,18.78894726,3,19,0,20,2,356.9899979,0,430.3258556
2022,1,0.730833333,135,2,0,0,135,1,2,None,0,0.5,0,13.18499947,0,2,0,2,31,26.36999893,0,184.7206385
2023,1,2.081388889,998,15,8,2,998,10,64,3.75,1,0.5,1,28.14934082,4,15,0,9,8,422.2401123,2,479.4875217
2024,1,2.145,834,14,20,2,834,6,22,3.5,1,0.571428571,1,29.42214312,4,14,0,9,31,411.9100037,19,388.8111888
2025,1,1.429166667,490,6,0,0,490,4,10,6,0,0.285714286,0,21.09635925,1,6,0,9,31,126.5781555,2,342.8571429
2026,0,2.517222222,636,15,2,1,636,3,0,7.5,1,0.588235294,0,17.42016856,2,15,1,20,32,261.3025284,18,252.6594571
2027,0,1.068333333,429,9,0,0,429,5,13,None,0,0.363636364,1,12.31339179,0,9,0,9,8,110.8205261,2,401.5600624
2028,3,3.815833333,1259,20,0,3,1259,5,27,6.666666667,3,0.652173913,2,22.12099915,3,20,0,20,28,442.4199829,12,329.9410352
2029,0,2.738888889,818,16,10,4,818,5,64,8,15,0.5,2,23.28312492,2,16,0,9,32,372.5299988,0,298.6612576
2030,2,2.363888889,705,15,5,2,705,10,51,3.75,9,0.384615385,0,19.35866597,4,15,0,9,3,290.3799896,0,298.2373678
2031,11,1.716944444,822,16,5,0,822,11,5,16,1,0.555555556,1,16.25499964,1,16,0,0,8,260.0799942,20,478.7574826
2032,5,2.306666667,1050,21,15,0,1050,12,17,7,3,0.473684211,1,18.31828272,3,21,0,0,2,384.6839371,20,455.2023121
2033,3,2.121111111,665,17,7,1,665,12,29,4.25,11,0.357142857,1,22.91588166,4,17,0,9,2,389.5699883,0,313.5149293
2034,18,3.245555556,1082,18,17,2,1082,8,9,6,5,0.476190476,4,22.66166666,3,18,0,21,31,407.9099998,25,333.3789798
